1880,"AK"
1540,"AK"
971,"AK"
10681,"ID"
23651,"ID"
45178,"ME"
288089,"ME"
44781,"ME"
61789,"ME"
96228,"ME"
23538,"ME"
7742,"ME"
163926,"ME"
67209,"ME"
8950,"ME"
1727509,"MI"
318623,"MI"
326415,"MI"
31953,"MN"
30458,"MN"
82010,"MN"
8497,"MN"
1204,"MN"
8574,"MN"
17462,"MN"
5512,"MT"
856,"MT"
609,"MT"
11163,"MT"
5316,"MT"
16663,"MT"
970,"MT"
69303,"MT"
1997,"MT"
542,"MT"
219,"MT"
79003,"NY"
837781,"NY"
191870,"NY"
208731,"NY"
40849,"NY"
28761,"NY"
1172,"ND"
1635,"ND"
2689,"ND"
11262,"ND"
2692,"ND"
1119,"ND"
1626,"ND"
2578,"ND"
6305,"ND"
6264,"ND"
2812,"ND"
41149,"ND"
23087,"ND"
1112,"ND"
2937,"ND"
3740,"ND"
5531,"ND"
1703,"ND"
11681,"VT"
106911,"VT"
57989,"VT"
10145,"VT"
20482,"VT"
634155,"WA"
6349,"WA"
13831,"WA"
2052,"WA"
10681,"WA"
6978,"WA"
114246,"WA"
4831,"WA"
1118,"WA"
44362,"WA"
173485,"WA"
216032,"WA"
420052,"AZ"
64069,"AZ"
62484,"AZ"
1194230,"AZ"
5084,"AZ"
897484,"AZ"
326464,"CA"
2343189,"CA"
877996,"CA"
293378,"CA"
41299,"NM"
1450364,"TX"
398092,"TX"
575377,"TX"
3289484,"TX"
145265,"TX"
1900559,"TX"
1484228,"TX"
123211,"TX"
309148,"TX"
154429,"TX"
363339,"TX"
287,"CA"
3363078,"TX"
1862,"AK"
1062,"AK"
1237,"AK"
9228,"ID"
22748,"ID"
28362,"ME"
250334,"ME"
39898,"ME"
51908,"ME"
75824,"ME"
25790,"ME"
6275,"ME"
143498,"ME"
58556,"ME"
8405,"ME"
1595288,"MI"
279841,"MI"
315844,"MI"
29954,"MN"
34139,"MN"
78225,"MN"
7815,"MN"
1051,"MN"
6530,"MN"
16688,"MN"
5202,"MT"
709,"MT"
523,"MT"
10824,"MT"
5009,"MT"
20108,"MT"
1150,"MT"
63172,"MT"
2064,"MT"
470,"MT"
238,"MT"
76496,"NY"
865186,"NY"
166721,"NY"
195096,"NY"
44824,"NY"
24167,"NY"
1609,"ND"
1464,"ND"
2332,"ND"
11932,"ND"
2732,"ND"
1250,"ND"
1509,"ND"
2806,"ND"
6137,"ND"
6057,"ND"
2370,"ND"
39491,"ND"
24475,"ND"
598,"ND"
2366,"ND"
3171,"ND"
4429,"ND"
1267,"ND"
11315,"VT"
106595,"VT"
52769,"VT"
9201,"VT"
18782,"VT"
511013,"WA"
7073,"WA"
13611,"WA"
1918,"WA"
11100,"WA"
8715,"WA"
104173,"WA"
5510,"WA"
1249,"WA"
44056,"WA"
166955,"WA"
200281,"WA"
378659,"AZ"
66198,"AZ"
58656,"AZ"
1052031,"AZ"
4478,"AZ"
807262,"AZ"
366675,"CA"
2246121,"CA"
831183,"CA"
288593,"CA"
48311,"NM"
1341762,"TX"
361941,"TX"
518117,"TX"
3499170,"TX"
152343,"TX"
1671889,"TX"
709028,"TX"
107291,"TX"
336441,"TX"
135504,"TX"
329974,"TX"
3423625,"TX"
2345,"AK"
1241,"AK"
2116,"AK"
12281,"ID"
27108,"ID"
33167,"ME"
281385,"ME"
46465,"ME"
60715,"ME"
84751,"ME"
27573,"ME"
7839,"ME"
165342,"ME"
70641,"ME"
9209,"ME"
1689891,"MI"
370965,"MI"
379922,"MI"
35733,"MN"
56340,"MN"
98582,"MN"
9652,"MN"
949,"MN"
6629,"MN"
22717,"MN"
4730,"MT"
999,"MT"
744,"MT"
11469,"MT"
6690,"MT"
20696,"MT"
1148,"MT"
48324,"MT"
1022,"MT"
660,"MT"
321,"MT"
105915,"NY"
1294202,"NY"
248668,"NY"
245833,"NY"
55920,"NY"
34500,"NY"
488,"ND"
1895,"ND"
2200,"ND"
9797,"ND"
2628,"ND"
1254,"ND"
1686,"ND"
2744,"ND"
6960,"ND"
7440,"ND"
3019,"ND"
58107,"ND"
34135,"ND"
901,"ND"
3045,"ND"
4022,"ND"
4710,"ND"
2087,"ND"
13605,"VT"
127021,"VT"
67659,"VT"
11346,"VT"
24984,"VT"
760209,"WA"
8270,"WA"
13533,"WA"
2268,"WA"
8539,"WA"
8047,"WA"
132926,"WA"
5832,"WA"
1415,"WA"
52446,"WA"
186996,"WA"
255393,"WA"
375478,"AZ"
87347,"AZ"
60897,"AZ"
1116177,"AZ"
5192,"AZ"
778826,"AZ"
345576,"CA"
2343023,"CA"
955133,"CA"
318215,"CA"
40673,"NM"
1553271,"TX"
401978,"TX"
551027,"TX"
3537563,"TX"
170394,"TX"
1978036,"TX"
1447931,"TX"
124965,"TX"
354054,"TX"
150360,"TX"
380615,"TX"
3480561,"TX"
4620,"AK"
2848,"AK"
4915,"AK"
16620,"ID"
29890,"ID"
36481,"ME"
282485,"ME"
49287,"ME"
56980,"ME"
92330,"ME"
24021,"ME"
9562,"ME"
160499,"ME"
68803,"ME"
7979,"ME"
1662920,"MI"
423306,"MI"
375891,"MI"
36967,"MN"
62003,"MN"
98653,"MN"
9949,"MN"
1240,"MN"
6851,"MN"
16467,"MN"
5322,"MT"
807,"MT"
942,"MT"
12555,"MT"
7373,"MT"
20730,"MT"
1695,"MT"
60667,"MT"
1301,"MT"
698,"MT"
287,"MT"
119437,"NY"
1188424,"NY"
344469,"NY"
246139,"NY"
66112,"NY"
40180,"NY"
1215,"ND"
1994,"ND"
1942,"ND"
8976,"ND"
3527,"ND"
1397,"ND"
2490,"ND"
3709,"ND"
9044,"ND"
8442,"ND"
3079,"ND"
57033,"ND"
32454,"ND"
1107,"ND"
3690,"ND"
4335,"ND"
5829,"ND"
1816,"ND"
13828,"VT"
129798,"VT"
78200,"VT"
11994,"VT"
24853,"VT"
862209,"WA"
10631,"WA"
15088,"WA"
2261,"WA"
8701,"WA"
10077,"WA"
142727,"WA"
6814,"WA"
1954,"WA"
62364,"WA"
204805,"WA"
270311,"WA"
378124,"AZ"
87059,"AZ"
62371,"AZ"
1110101,"AZ"
4745,"AZ"
687166,"AZ"
217791,"CA"
2328014,"CA"
981356,"CA"
320269,"CA"
49645,"NM"
1482487,"TX"
416230,"TX"
546567,"TX"
3566087,"TX"
154174,"TX"
1888648,"TX"
1583658,"TX"
125795,"TX"
279342,"TX"
150390,"TX"
378349,"TX"
3565087,"TX"
12035,"AK"
3762,"AK"
16965,"AK"
20868,"ID"
33880,"ID"
42284,"ME"
312269,"ME"
51620,"ME"
60326,"ME"
103398,"ME"
28510,"ME"
9537,"ME"
173309,"ME"
2139,"ME"
82233,"ME"
15178,"ME"
1691679,"MI"
484434,"MI"
402898,"MI"
42612,"MN"
61015,"MN"
123750,"MN"
12615,"MN"
1424,"MN"
8172,"MN"
25534,"MN"
6323,"MT"
1138,"MT"
873,"MT"
19080,"MT"
7519,"MT"
27049,"MT"
1821,"MT"
58930,"MT"
1325,"MT"
521,"MT"
369,"MT"
171676,"NY"
1532770,"NY"
369747,"NY"
300697,"NY"
77301,"NY"
48415,"NY"
1426,"ND"
2169,"ND"
2465,"ND"
11018,"ND"
3459,"ND"
1283,"ND"
2660,"ND"
3542,"ND"
9189,"ND"
9338,"ND"
3938,"ND"
67831,"ND"
34931,"ND"
1536,"ND"
3855,"ND"
4834,"ND"
6953,"ND"
2055,"ND"
16832,"VT"
142549,"VT"
96320,"VT"
14974,"VT"
29463,"VT"
893984,"WA"
10005,"WA"
16617,"WA"
2519,"WA"
8094,"WA"
10428,"WA"
152798,"WA"
6918,"WA"
2277,"WA"
78877,"WA"
257518,"WA"
276255,"WA"
406003,"AZ"
82456,"AZ"
65341,"AZ"
1191008,"AZ"
5001,"AZ"
597484,"AZ"
180883,"CA"
2558496,"CA"
1749088,"CA"
349898,"CA"
54624,"NM"
1524408,"TX"
413922,"TX"
561798,"TX"
3463040,"TX"
165519,"TX"
2099219,"TX"
1514188,"TX"
130643,"TX"
246660,"TX"
144214,"TX"
308216,"TX"
3537916,"TX"
35752,"AK"
8276,"AK"
36328,"AK"
24717,"ID"
32404,"ID"
43807,"ME"
325062,"ME"
53058,"ME"
117995,"ME"
30201,"ME"
11339,"ME"
182878,"ME"
11447,"ME"
86314,"ME"
16405,"ME"
1959221,"MI"
535602,"MI"
523500,"MI"
49484,"MN"
84971,"MN"
162913,"MN"
13722,"MN"
9854,"MN"
9854,"MN"
35795,"MN"
5166,"MT"
1866,"MT"
1439,"MT"
51070,"MT"
13397,"MT"
30755,"MT"
1837,"MT"
65241,"MT"
2310,"MT"
1071,"MT"
275,"MT"
231785,"NY"
1654760,"NY"
390450,"NY"
281354,"NY"
88966,"NY"
61011,"NY"
1394,"ND"
2028,"ND"
2546,"ND"
28731,"ND"
5562,"ND"
1317,"ND"
3222,"ND"
4329,"ND"
10196,"ND"
9199,"ND"
5695,"ND"
80540,"ND"
32707,"ND"
1773,"ND"
4976,"ND"
5431,"ND"
7357,"ND"
2929,"ND"
21436,"VT"
173113,"VT"
119003,"VT"
21502,"VT"
36937,"VT"
1103031,"WA"
11309,"WA"
18035,"WA"
2890,"WA"
9356,"WA"
14060,"WA"
158629,"WA"
8276,"WA"
2050,"WA"
92466,"WA"
235160,"WA"
297691,"WA"
400609,"AZ"
65120,"AZ"
64512,"AZ"
1151938,"AZ"
5033,"AZ"
682893,"AZ"
148118,"CA"
2420643,"CA"
893711,"CA"
284119,"CA"
52665,"NM"
1465835,"TX"
398603,"TX"
527806,"TX"
3168660,"TX"
157568,"TX"
1798654,"TX"
1450620,"TX"
128192,"TX"
236297,"TX"
142232,"TX"
340287,"TX"
44,"CA"
3342992,"TX"
42221,"AK"
12111,"AK"
46067,"AK"
50053,"ID"
40008,"ID"
45463,"ME"
363907,"ME"
58031,"ME"
69293,"ME"
162473,"ME"
84281,"ME"
13382,"ME"
193746,"ME"
16172,"ME"
93657,"ME"
20174,"ME"
2070876,"MI"
699164,"MI"
704863,"MI"
54817,"MN"
110772,"MN"
165737,"MN"
18040,"MN"
2230,"MN"
14476,"MN"
38828,"MN"
6632,"MT"
2433,"MT"
2013,"MT"
99093,"MT"
14069,"MT"
50882,"MT"
3111,"MT"
89161,"MT"
2919,"MT"
1308,"MT"
512,"MT"
311788,"NY"
1630704,"NY"
601379,"NY"
293738,"NY"
116029,"NY"
78409,"NY"
1980,"ND"
3315,"ND"
3773,"ND"
45639,"ND"
8537,"ND"
1512,"ND"
3751,"ND"
5932,"ND"
12005,"ND"
11785,"ND"
13194,"ND"
117176,"ND"
45124,"ND"
2413,"ND"
6985,"ND"
7611,"ND"
10651,"ND"
4623,"ND"
34043,"VT"
234783,"VT"
181074,"VT"
39862,"VT"
45156,"VT"
998398,"WA"
14633,"WA"
20174,"WA"
33,"WA"
12915,"WA"
23021,"WA"
171852,"WA"
14071,"WA"
2705,"WA"
122619,"WA"
287264,"WA"
320111,"WA"
410082,"AZ"
62323,"AZ"
73886,"AZ"
1219999,"AZ"
4368,"AZ"
695905,"AZ"
