date,numflights,totaldelay,avgdelay,numdelay15
4/4/2006,1806,16392,-3,399
4/5/2006,1803,11892,-4,288
4/6/2006,1801,39152,-7,659
4/7/2006,1807,52243,-5,763
4/8/2006,1722,17316,-5,381
4/9/2006,1781,13451,-4,278
4/10/2006,1801,6977,-2,194
4/11/2006,1805,7772,-7,217
4/12/2006,1803,6676,-10,234
4/13/2006,1803,11816,-5,263
4/14/2006,1808,14460,-2,360
4/15/2006,1723,1676,-7,148
4/16/2006,1777,22829,-1,312
4/17/2006,1803,13227,-7,275
4/18/2006,1805,9043,-4,229
4/19/2006,1802,7203,-7,204
4/20/2006,1802,13805,24,337
4/21/2006,1807,14927,0,352
4/22/2006,1724,9725,-7,222
4/23/2006,1783,12551,14,327
4/24/2006,1806,21323,-6,430
4/25/2006,1806,5702,-5,207
4/26/2006,1804,3370,-5,143
4/27/2006,1802,4312,-6,171
4/28/2006,1808,28443,13,465
4/29/2006,1723,14539,-4,374
4/30/2006,1781,33555,-3,497
4/1/1997,1868,9143,-4,220
4/2/1997,1870,11216,-4,161
4/3/1997,1870,9888,-6,214
4/4/1997,1871,56968,0,677
4/5/1997,1687,18033,-2,373
4/6/1997,1786,42592,67,570
4/7/1997,1865,11477,-7,217
4/8/1997,1868,5593,-2,132
4/9/1997,1868,7676,0,134
4/10/1997,1868,9683,-2,188
4/11/1997,1869,60223,70,1092
4/12/1997,1730,25624,1,480
4/13/1997,1806,6698,0,139
4/14/1997,1866,8163,-1,135
4/15/1997,1868,2740,-3,89
4/16/1997,1867,5904,-5,132
4/17/1997,1868,5943,-4,152
4/18/1997,1869,12743,0,200
4/19/1997,1735,7452,-5,167
4/20/1997,1809,16465,-3,188
4/21/1997,1865,6997,-4,143
4/22/1997,1868,4434,-3,121
4/23/1997,1868,8417,-2,156
4/24/1997,1866,7055,-1,148
4/25/1997,1871,36479,-5,583
4/26/1997,1733,18174,-3,277
4/27/1997,1809,15796,-2,270
4/28/1997,1867,10580,-3,209
4/29/1997,1868,3429,-7,102
4/30/1997,1865,24044,0,272
5/1/2006,1806,20943,-7,367
5/2/2006,1804,23927,-5,548
5/3/2006,1802,9425,-3,240
5/4/2006,1801,15819,-5,365
5/5/2006,1804,17869,-4,411
5/6/2006,1723,8170,-5,224
5/7/2006,1780,7886,-3,232
5/8/2006,1804,13632,12,347
5/9/2006,1804,10194,-2,264
5/10/2006,1803,15742,-5,343
5/11/2006,1804,39562,-4,504
5/12/2006,1803,31800,-3,522
5/13/2006,1724,6042,-5,190
5/14/2006,1776,14074,-5,289
5/15/2006,1803,22327,-5,390
5/16/2006,1803,8545,-6,252
5/17/2006,1803,30229,-5,383
5/18/2006,1803,16623,-7,373
5/19/2006,1804,20947,86,357
5/20/2006,1723,8335,-4,226
5/21/2006,1777,16007,-7,280
5/22/2006,1804,11450,-5,263
5/23/2006,1804,5131,-5,189
5/24/2006,1803,33510,-7,468
5/25/2006,1803,37013,-4,479
5/26/2006,1803,33649,-5,567
5/27/2006,1668,12821,-5,284
5/28/2006,1674,2743,-6,150
5/29/2006,1784,32658,174,520
5/30/2006,1804,27277,-3,415
5/31/2006,1803,26692,-6,436
5/1/1997,1852,13730,-1,175
5/2/1997,1863,19165,-2,344
5/3/1997,1725,5604,0,150
5/4/1997,1804,7610,0,152
5/5/1997,1861,7559,-2,197
5/6/1997,1859,4884,1,125
5/7/1997,1859,5329,-2,140
5/8/1997,1860,3469,-2,100
5/9/1997,1864,6779,-2,156
5/10/1997,1727,4206,-4,99
5/11/1997,1806,2648,4,100
5/12/1997,1861,9934,-3,185
5/13/1997,1860,813,-5,78
5/14/1997,1859,3824,9,102
5/15/1997,1858,15277,-1,347
5/16/1997,1863,9418,0,188
5/17/1997,1726,6198,1,135
5/18/1997,1804,18002,1,223
5/19/1997,1858,24654,-4,352
5/20/1997,1862,7160,5,180
5/21/1997,1859,6594,-3,138
5/22/1997,1862,6861,0,141
5/23/1997,1864,10780,-3,194
5/24/1997,1630,4677,0,117
5/25/1997,1688,2738,-6,93
5/26/1997,1778,2452,-5,93
5/27/1997,1860,6602,-3,129
5/28/1997,1860,6933,-1,131
5/29/1997,1861,6200,-3,128
5/30/1997,1865,5511,-2,162
5/31/1997,1731,6554,-2,138
1/1/2000,1582,5146,-5,134
1/2/2000,1964,26445,6,437
1/3/2000,2075,24466,-3,404
1/4/2000,2065,22821,67,392
1/5/2000,2048,12829,1,206
1/6/2000,2046,9264,-1,213
1/7/2000,2048,7576,-2,163
1/8/2000,1829,4396,0,131
1/9/2000,1948,13357,-4,308
1/10/2000,2048,13571,1,321
1/11/2000,2045,6790,-5,188
1/12/2000,2047,7240,-1,197
1/13/2000,2046,20540,54,350
1/14/2000,2047,16375,12,288
1/15/2000,1830,4889,-5,141
1/16/2000,1948,8331,5,183
1/17/2000,2044,37387,14,479
1/18/2000,2043,11311,-1,241
1/19/2000,2044,12686,1,231
1/20/2000,2044,26688,0,486
1/21/2000,2047,19243,1,355
1/22/2000,1829,16147,-3,341
1/23/2000,1948,13793,0,277
1/24/2000,2046,11373,-1,255
1/25/2000,2042,8863,0,162
1/26/2000,2045,23481,20,383
1/27/2000,2045,48964,21,654
1/28/2000,2046,19999,7,389
1/29/2000,1829,9949,-5,231
1/30/2000,1947,16742,-1,331
1/31/2000,2051,15892,-2,353
1/1/1991,1871,7727,-1,168
1/2/1991,1889,24253,36,514
1/3/1991,1789,31893,5,613
1/4/1991,1895,40221,12,570
1/5/1991,1844,68548,47,895
1/6/1991,1816,38993,20,596
1/7/1991,1857,14410,66,270
1/8/1991,1827,20283,1,395
1/9/1991,1775,38498,2,758
1/10/1991,1793,26659,1,611
1/11/1991,1780,30382,0,346
1/12/1991,1699,11504,0,224
1/13/1991,1805,8764,3,169
1/14/1991,1873,11292,-1,187
1/15/1991,1811,11060,0,214
1/16/1991,1875,14685,11,278
1/17/1991,1869,7044,0,142
1/18/1991,1873,10609,121,222
1/19/1991,1723,9575,15,248
1/20/1991,1754,4170,5,93
1/21/1991,1851,6525,36,145
1/22/1991,1844,3120,1,86
1/23/1991,1823,3098,9,81
1/24/1991,1826,5833,0,134
1/25/1991,1849,3588,0,78
1/26/1991,1693,5678,-2,107
1/27/1991,1830,9529,7,221
1/28/1991,1849,7311,2,172
1/29/1991,1831,4592,0,120
1/30/1991,1816,32827,0,680
1/31/1991,1818,3723,-1,83
6/1/2006,1804,15962,4,342
6/2/2006,1805,20373,-3,355
6/3/2006,1732,12722,-7,303
6/4/2006,1775,16002,-4,301
6/5/2006,1803,7193,-9,230
6/6/2006,1804,8522,-11,227
6/7/2006,1804,22009,-4,350
6/8/2006,1803,12114,-4,258
6/9/2006,1804,14809,-5,270
6/10/2006,1722,10451,-3,278
6/11/2006,1776,8623,-4,219
6/12/2006,1804,8655,-5,219
6/13/2006,1803,4386,-5,171
6/14/2006,1802,6268,-4,203
6/15/2006,1795,6759,-2,173
6/16/2006,1797,15118,-2,302
6/17/2006,1721,18300,47,354
6/18/2006,1774,14590,23,345
6/19/2006,1797,21291,6,354
6/20/2006,1798,13810,0,281
6/21/2006,1798,28784,60,505
6/22/2006,1798,41299,117,561
6/23/2006,1800,31690,-4,558
6/24/2006,1720,19809,-4,387
6/25/2006,1770,37403,9,583
6/26/2006,1799,34532,49,550
6/27/2006,1798,49561,2,650
6/28/2006,1798,33662,39,577
6/29/2006,1796,20694,-3,355
6/30/2006,1795,18879,11,360
10/1/2003,2098,8222,-4,271
10/2/2003,2110,-190,26,134
10/3/2003,2119,1459,-3,169
10/4/2003,1746,-581,-4,89
10/5/2003,1979,1483,-7,131
10/6/2003,2115,-2177,-1,100
10/7/2003,2098,-2554,-6,112
10/8/2003,2099,-3055,-3,90
10/9/2003,2110,6937,-1,231
10/10/2003,2117,10371,-4,234
10/11/2003,1747,-462,-3,92
10/12/2003,1980,332,-3,116
10/13/2003,2116,101,104,137
10/14/2003,2097,8716,-5,292
10/15/2003,2100,2039,-4,151
10/16/2003,2111,462,-4,116
10/17/2003,2119,4896,-5,185
10/18/2003,1746,26,-8,100
10/19/2003,1978,4313,-1,152
10/20/2003,2114,2027,-1,142
10/21/2003,2098,1078,-4,164
10/22/2003,2101,-1062,-5,110
10/23/2003,2110,-1415,-5,100
10/24/2003,2119,-588,-2,118
10/25/2003,1746,189,-3,114
10/26/2003,1979,17227,-7,286
10/27/2003,2116,12950,-3,295
10/28/2003,2097,-834,-2,112
10/29/2003,2101,847,-4,166
10/30/2003,2111,2245,-4,164
10/31/2003,2013,1673,-5,172
6/1/1997,1809,6867,-1,152
6/2/1997,1859,8918,0,220
6/3/1997,1866,4028,-2,118
6/4/1997,1862,2999,-5,100
6/5/1997,1865,3964,-3,107
6/6/1997,1866,8867,0,201
6/7/1997,1733,5505,0,131
6/8/1997,1812,10369,-4,228
6/9/1997,1864,5001,-3,118
6/10/1997,1866,4383,-2,125
6/11/1997,1863,16877,0,317
6/12/1997,1866,13325,-1,248
6/13/1997,1866,16108,-2,272
6/14/1997,1724,12123,-1,273
6/15/1997,1779,8625,11,200
6/16/1997,1856,14004,-5,227
6/17/1997,1860,24989,0,447
6/18/1997,1854,13277,84,243
6/19/1997,1860,6126,-5,152
6/20/1997,1857,19653,31,325
6/21/1997,1775,15658,2,319
6/22/1997,1812,57073,67,673
6/23/1997,1858,22150,0,378
6/24/1997,1857,8345,2,178
6/25/1997,1858,27005,70,328
6/26/1997,1859,54837,7,606
6/27/1997,1857,17728,2,319
6/28/1997,1773,19395,103,373
6/29/1997,1815,13439,-1,219
6/30/1997,1858,22880,62,339
10/1/1994,1855,1485,-3,51
10/2/1994,1911,3445,3,66
10/3/1994,1981,1609,-1,44
10/4/1994,2008,380,1,37
10/5/1994,1998,1567,0,40
10/6/1994,1980,1691,-3,40
10/7/1994,1996,50867,141,500
10/8/1994,1866,5117,-1,100
10/9/1994,1950,1872,0,57
10/10/1994,2015,1167,1,35
10/11/1994,1958,1439,-1,45
10/12/1994,1987,1944,4,52
10/13/1994,2017,1484,-2,52
10/14/1994,1989,3965,0,104
10/15/1994,1873,27043,0,680
10/16/1994,1952,34467,53,648
10/17/1994,1992,4441,-1,119
10/18/1994,2022,51963,17,679
10/19/1994,2012,2120,-1,64
10/20/1994,2008,83607,0,797
10/21/1994,2032,105562,27,1055
10/22/1994,1849,3859,-2,87
10/23/1994,1924,4387,0,97
10/24/1994,1987,44798,105,585
10/25/1994,2000,5375,-1,158
10/26/1994,1984,2235,-1,64
10/27/1994,2003,1417,4,49
10/28/1994,2008,2850,4,56
10/29/1994,1855,1073,-1,35
10/30/1994,1943,3329,11,84
10/31/1994,2026,20579,30,386
2/1/2000,2058,5368,-6,195
2/2/2000,2057,9008,-8,229
2/3/2000,2060,15536,-5,348
2/4/2000,2059,18895,-8,358
2/5/2000,1846,8203,5,186
2/6/2000,1960,7919,-3,183
2/7/2000,2059,5955,-2,185
2/8/2000,2055,7316,-3,171
2/9/2000,2059,5132,-7,177
2/10/2000,2059,12273,-5,225
2/11/2000,2061,27508,-7,404
2/12/2000,1846,9734,-5,178
2/13/2000,1961,27209,-6,454
2/14/2000,2061,17520,-1,381
2/15/2000,2058,7752,2,188
2/16/2000,2058,14195,-3,267
2/17/2000,2062,21828,-4,396
2/18/2000,2061,55809,-1,709
2/19/2000,1689,36146,-4,496
2/20/2000,1781,12572,-4,249
2/21/2000,1977,10512,-2,216
2/22/2000,2059,26238,-4,337
2/23/2000,2063,13490,-5,287
2/24/2000,2063,15853,12,344
2/25/2000,2063,69075,0,878
2/26/2000,1848,21815,-6,383
2/27/2000,1965,15878,-5,289
2/28/2000,2064,5326,-5,153
2/29/2000,2060,8181,-5,188
2/1/1991,1773,3509,0,71
2/2/1991,1698,7964,8,134
2/3/1991,1779,6130,-1,95
2/4/1991,1773,7487,-1,208
2/5/1991,1770,5000,-1,130
2/6/1991,1801,25988,1,454
2/7/1991,1791,8072,1,166
2/8/1991,1820,4052,3,74
2/9/1991,1684,4377,-3,92
2/10/1991,1781,2208,-2,50
2/11/1991,1803,1687,1,42
2/12/1991,1822,1998,3,38
2/13/1991,1817,3617,0,62
2/14/1991,1786,28507,2,419
2/15/1991,1765,12076,0,208
2/16/1991,1679,5270,-1,123
2/17/1991,1767,2597,3,57
2/18/1991,1793,5642,1,125
2/19/1991,1826,7278,0,110
2/20/1991,1809,3553,1,58
2/21/1991,1807,8241,0,116
2/22/1991,1819,2445,0,68
2/23/1991,1692,1487,0,32
2/24/1991,1777,2198,-1,39
2/25/1991,1821,1799,0,46
2/26/1991,1815,2258,0,45
2/27/1991,1811,3786,0,73
2/28/1991,1826,4336,1,83
7/1/2006,1718,18508,0,339
7/2/2006,1650,17798,1,364
7/3/2006,1665,9399,2,241
7/4/2006,1662,23769,-2,352
7/5/2006,1798,52824,-2,713
7/6/2006,1800,13699,6,323
7/7/2006,1799,7330,-3,214
7/8/2006,1721,7034,17,187
7/9/2006,1773,11104,-1,232
7/10/2006,1794,12148,-4,312
7/11/2006,1799,23319,10,424
7/12/2006,1798,24610,25,421
7/13/2006,1798,16007,-3,320
7/14/2006,1800,15561,2,347
7/15/2006,1722,13878,7,291
7/16/2006,1771,11132,0,261
7/17/2006,1800,9503,0,218
7/18/2006,1796,20940,-1,299
7/19/2006,1797,28173,14,402
7/20/2006,1799,66279,105,648
7/21/2006,1799,48216,15,635
7/22/2006,1722,37892,10,610
7/23/2006,1773,15571,19,346
7/24/2006,1800,7968,2,216
7/25/2006,1798,7107,-2,206
7/26/2006,1799,12313,135,259
7/27/2006,1799,27350,2,444
7/28/2006,1800,30380,281,500
7/29/2006,1720,19176,-1,378
7/30/2006,1774,26211,-1,480
7/31/2006,1798,11445,0,240
11/1/2003,1708,3386,-7,142
11/2/2003,1909,23190,-5,380
11/3/2003,1972,29103,-4,464
11/4/2003,1967,15664,-2,353
11/5/2003,1967,14772,-4,311
11/6/2003,1969,9820,-5,284
11/7/2003,1978,10421,-3,305
11/8/2003,1754,7105,-6,157
11/9/2003,1909,5810,34,194
11/10/2003,1972,1162,-3,136
11/11/2003,1968,12247,-4,346
11/12/2003,1967,18502,-3,363
11/13/2003,1970,10691,-3,250
11/14/2003,1980,9232,-3,237
11/15/2003,1752,1631,-3,166
11/16/2003,1909,28887,-4,477
11/17/2003,1972,53671,-6,743
11/18/2003,1968,15284,-3,398
11/19/2003,1968,10234,-3,308
11/20/2003,1969,12881,-3,368
11/21/2003,1979,5917,-4,224
11/22/2003,1756,16793,-5,318
11/23/2003,1909,18596,-4,338
11/24/2003,1971,14620,-3,348
11/25/2003,1968,3925,-3,206
11/26/2003,1972,2741,-2,162
11/27/2003,1525,-271,-4,84
11/28/2003,1724,4480,-4,161
11/29/2003,1693,4412,-3,183
11/30/2003,1920,11780,-1,296
7/1/1997,1856,8405,-3,162
7/2/1997,1860,7896,-1,180
7/3/1997,1852,6119,34,158
7/4/1997,1591,5256,-1,165
7/5/1997,1731,56850,-4,660
7/6/1997,1827,47078,-2,808
7/7/1997,1863,13767,29,257
7/8/1997,1864,21097,99,352
7/9/1997,1861,23027,15,324
7/10/1997,1862,8260,10,208
7/11/1997,1860,6290,16,157
7/12/1997,1781,6883,-6,148
7/13/1997,1827,11210,1,193
7/14/1997,1861,13338,8,245
7/15/1997,1861,36286,-5,496
7/16/1997,1861,11315,58,216
7/17/1997,1861,10185,-5,201
7/18/1997,1862,50155,238,480
7/19/1997,1782,19932,73,335
7/20/1997,1826,13888,15,272
7/21/1997,1862,11833,3,271
7/22/1997,1861,7413,-6,180
7/23/1997,1860,8332,14,178
7/24/1997,1862,17842,71,298
7/25/1997,1861,7922,63,173
7/26/1997,1782,12506,5,239
7/27/1997,1827,21532,25,380
7/28/1997,1862,7310,2,175
7/29/1997,1862,7068,37,182
7/30/1997,1860,7455,30,171
7/31/1997,1860,11572,30,221
11/1/1994,1964,9737,3,183
11/2/1994,2003,3797,-3,75
11/3/1994,1953,6770,-2,148
11/4/1994,1986,15881,1,346
11/5/1994,1827,9354,-1,228
11/6/1994,1898,5908,3,116
11/7/1994,2011,2025,-1,53
11/8/1994,1987,2654,-2,83
11/9/1994,2009,9363,-3,231
11/10/1994,1987,3751,-2,64
11/11/1994,2002,3145,-3,77
11/12/1994,1840,2632,0,71
11/13/1994,1920,3772,1,61
11/14/1994,1993,30985,13,493
11/15/1994,1992,10169,233,240
11/16/1994,1977,13776,61,233
11/17/1994,1981,34224,4,642
11/18/1994,2013,12468,20,224
11/19/1994,1850,6885,-3,198
11/20/1994,1921,18531,-2,552
11/21/1994,2007,20350,-1,452
11/22/1994,2009,4968,3,112
11/23/1994,2009,1765,0,47
11/24/1994,1390,632,1,30
11/25/1994,1397,1430,-4,58
11/26/1994,1801,31298,43,786
11/27/1994,1915,24110,1,474
11/28/1994,1980,15375,-2,321
11/29/1994,1994,6952,60,152
11/30/1994,1981,3363,3,77
3/1/2000,2063,7896,0,187
3/2/2000,2058,43286,-1,582
3/3/2000,2071,21407,0,394
3/4/2000,1859,6860,-4,154
3/5/2000,1970,14581,-2,238
3/6/2000,2066,9645,-2,208
3/7/2000,2066,8151,0,215
3/8/2000,2068,19101,4,351
3/9/2000,2067,28729,0,467
3/10/2000,2067,111225,42,955
3/11/2000,1858,35796,1,605
3/12/2000,1966,22919,8,366
3/13/2000,2064,11979,5,244
3/14/2000,2061,8687,1,194
3/15/2000,2063,24715,-3,355
3/16/2000,2061,22573,0,396
3/17/2000,2065,32630,214,483
3/18/2000,1857,24622,30,409
3/19/2000,1964,33360,16,523
3/20/2000,2057,22296,3,453
3/21/2000,2059,26992,0,552
3/22/2000,2064,12009,2,274
3/23/2000,2063,9492,1,204
3/24/2000,2063,13703,2,273
3/25/2000,1860,13047,-2,271
3/26/2000,1963,13082,1,233
3/27/2000,2063,14044,-2,316
3/28/2000,2060,25905,5,312
3/29/2000,2064,13832,0,260
3/30/2000,2063,8561,-1,204
3/31/2000,2066,14461,3,290
3/1/1991,1799,4998,-1,125
3/2/1991,1708,19553,-2,316
3/3/1991,1855,12586,-4,211
3/4/1991,1923,4534,-1,102
3/5/1991,1951,2133,-4,56
3/6/1991,1921,1946,3,40
3/7/1991,1926,3031,19,77
3/8/1991,1927,3134,-1,78
3/9/1991,1793,1328,-1,46
3/10/1991,1881,2553,-1,66
3/11/1991,1909,3164,-4,69
3/12/1991,1872,7284,0,129
3/13/1991,1919,25538,0,401
3/14/1991,1937,4489,0,101
3/15/1991,1883,6309,-2,101
3/16/1991,1789,5772,0,128
3/17/1991,1876,4208,0,94
3/18/1991,1948,3061,-1,75
3/19/1991,1951,2352,-2,61
3/20/1991,1937,1373,10,48
3/21/1991,1901,4658,1,98
3/22/1991,1933,13457,-2,237
3/23/1991,1752,8828,0,184
3/24/1991,1899,3668,-1,75
3/25/1991,1927,1935,0,42
3/26/1991,1929,1882,-1,55
3/27/1991,1924,42922,0,458
3/28/1991,1909,9667,0,174
3/29/1991,1913,7992,0,190
3/30/1991,1770,1994,-2,56
3/31/1991,1898,1798,0,39
8/1/2006,1797,11814,-2,238
8/2/2006,1798,12923,3,235
8/3/2006,1799,31056,6,537
8/4/2006,1800,16741,-5,291
8/5/2006,1721,11979,3,235
8/6/2006,1773,26513,7,436
8/7/2006,1799,28994,62,462
8/8/2006,1799,14968,13,312
8/9/2006,1798,10890,79,275
8/10/2006,1799,63212,67,959
8/11/2006,1800,19121,0,417
8/12/2006,1721,20567,19,354
8/13/2006,1773,16444,2,352
8/14/2006,1799,22623,-2,446
8/15/2006,1798,7621,-2,193
8/16/2006,1799,7706,1,195
8/17/2006,1799,6590,-5,187
8/18/2006,1800,15076,34,350
8/19/2006,1721,10451,-1,227
8/20/2006,1774,8541,-2,253
8/21/2006,1799,7166,-2,206
8/22/2006,1796,8450,1,255
8/23/2006,1798,6976,-5,239
8/24/2006,1800,34148,113,510
8/25/2006,1799,26789,50,474
8/26/2006,1721,15229,-3,361
8/27/2006,1773,27755,-1,468
8/28/2006,1799,37417,-3,601
8/29/2006,1799,13344,80,291
8/30/2006,1800,8235,-3,221
8/31/2006,1800,7804,9,221
12/1/2003,1972,17626,-3,391
12/2/2003,1970,15468,-2,328
12/3/2003,1970,4312,-4,202
12/4/2003,1970,5195,57,187
12/5/2003,1981,22195,-3,400
12/6/2003,1755,4451,-10,152
12/7/2003,1910,17265,-4,360
12/8/2003,1973,11865,-2,302
12/9/2003,1970,27570,-4,568
12/10/2003,1970,27438,0,459
12/11/2003,1971,13554,8,329
12/12/2003,1982,11151,-2,329
12/13/2003,1753,9130,-4,207
12/14/2003,1904,21329,-8,383
12/15/2003,2013,34317,-3,583
12/16/2003,2023,12687,-3,353
12/17/2003,2020,23842,-3,529
12/18/2003,2030,21998,7,475
12/19/2003,2032,48225,-2,656
12/20/2003,1910,18761,0,427
12/21/2003,1968,14130,-5,350
12/22/2003,2033,10268,-6,307
12/23/2003,2033,19727,-3,459
12/24/2003,1833,6991,14,245
12/25/2003,1827,11823,-6,306
12/26/2003,1957,13165,-2,291
12/27/2003,1897,15008,-2,347
12/28/2003,1955,15281,-3,392
12/29/2003,2023,21561,-3,445
12/30/2003,2020,13406,-1,346
12/31/2003,1847,2122,-12,147
8/1/1997,1861,9383,-1,202
8/2/1997,1780,6278,70,166
8/3/1997,1824,10433,51,186
8/4/1997,1862,8527,25,197
8/5/1997,1863,5948,-4,138
8/6/1997,1858,14459,22,286
8/7/1997,1859,11111,-1,264
8/8/1997,1862,8743,8,182
8/9/1997,1780,13643,17,233
8/10/1997,1826,10588,25,218
8/11/1997,1862,7936,0,187
8/12/1997,1862,31215,82,488
8/13/1997,1860,11193,-3,263
8/14/1997,1863,7580,4,176
8/15/1997,1861,13192,-2,258
8/16/1997,1780,24792,0,218
8/17/1997,1828,26933,24,428
8/18/1997,1862,9101,17,225
8/19/1997,1863,5267,5,135
8/20/1997,1861,7974,0,191
8/21/1997,1862,10831,-5,221
8/22/1997,1860,9591,-3,226
8/23/1997,1781,1217,-3,82
8/24/1997,1825,4914,-2,147
8/25/1997,1862,3884,-3,125
8/26/1997,1862,2069,-4,120
8/27/1997,1859,1075,-3,68
8/28/1997,1863,4176,-2,143
8/29/1997,1862,7073,24,152
8/30/1997,1778,1535,0,88
8/31/1997,1784,-815,0,70
12/1/1994,1991,3582,4,59
12/2/1994,2014,11355,-1,243
12/3/1994,1851,31632,3,724
12/4/1994,1922,5151,-3,106
12/5/1994,1989,27045,20,645
12/6/1994,1938,9105,6,185
12/7/1994,1974,23427,1,489
12/8/1994,2000,55410,10,773
12/9/1994,1933,20084,0,496
12/10/1994,1827,3435,8,90
12/11/1994,1892,5102,-1,117
12/12/1994,1966,2661,-1,71
12/13/1994,1973,2597,-2,72
12/14/1994,1966,58027,8,824
12/15/1994,1936,70462,1,914
12/16/1994,1948,16977,8,427
12/17/1994,1916,6972,1,170
12/18/1994,1923,4161,-1,103
12/19/1994,1979,4627,-2,106
12/20/1994,1952,9081,0,218
12/21/1994,1961,16053,-2,399
12/22/1994,2007,18589,1,499
12/23/1994,1954,18032,30,501
12/24/1994,1712,4046,2,97
12/25/1994,1849,1293,-1,49
12/26/1994,1968,4468,-1,100
12/27/1994,1968,6489,0,149
12/28/1994,1963,24033,-1,584
12/29/1994,1986,7115,0,176
12/30/1994,1915,5989,-1,153
12/31/1994,1852,12911,-1,365
4/1/2000,1849,45851,0,613
4/2/2000,1961,21912,-4,442
4/3/2000,2057,20106,-4,334
4/4/2000,2056,6932,-4,199
4/5/2000,2055,5432,-4,174
4/6/2000,2055,18502,-3,406
4/7/2000,2049,33541,-5,458
4/8/2000,1869,15944,-3,288
4/9/2000,1979,25864,-3,401
4/10/2000,2055,11164,-5,260
4/11/2000,2053,22567,-2,277
4/12/2000,2050,21605,-8,346
4/13/2000,2051,13808,-4,268
4/14/2000,2054,22006,-7,354
4/15/2000,1870,17295,-5,295
4/16/2000,1977,21250,-5,323
4/17/2000,2050,32550,0,554
4/18/2000,2052,10367,-2,239
4/19/2000,2052,37855,-2,518
4/20/2000,2054,76370,5,696
4/21/2000,2053,53729,0,662
4/22/2000,1867,11347,1,232
4/23/2000,1979,8960,-1,205
4/24/2000,2057,9638,1,227
4/25/2000,2056,7145,-5,187
4/26/2000,2058,7233,0,173
4/27/2000,2057,15843,-1,307
4/28/2000,2057,16440,-1,306
4/29/2000,1868,16896,13,286
4/30/2000,1976,15742,3,278
10/1/1989,1954,3363,-2,60
10/2/1989,1951,3172,-3,77
10/3/1989,1979,4794,-1,123
10/4/1989,1962,3478,-1,88
10/5/1989,1983,4759,-2,126
10/6/1989,1976,5250,-1,105
10/7/1989,1965,2232,-1,61
10/8/1989,1971,4755,0,80
10/9/1989,1939,2515,5,59
10/10/1989,1942,6944,-2,105
10/11/1989,1963,4168,-1,88
10/12/1989,1977,2690,0,68
10/13/1989,1976,2945,-1,61
10/14/1989,1966,2598,-2,56
10/15/1989,1946,6672,0,130
10/16/1989,1930,9852,2,251
10/17/1989,1942,15531,0,345
10/18/1989,1919,26982,2,592
10/19/1989,1950,39977,-1,538
10/20/1989,1932,36719,1,571
10/21/1989,1913,7044,0,130
10/22/1989,1920,4982,-3,98
10/23/1989,1955,2726,-2,56
10/24/1989,1948,17164,-1,255
10/25/1989,1978,4224,-1,93
10/26/1989,1975,3891,-2,80
10/27/1989,1958,3274,0,61
10/28/1989,1938,2761,0,68
10/29/1989,1967,4148,0,64
10/30/1989,1951,4683,0,112
10/31/1989,1927,6955,0,143
4/1/1991,1957,1568,-1,34
4/2/1991,1937,1831,2,39
4/3/1991,1926,1059,-2,36
4/4/1991,1921,3152,-1,74
4/5/1991,1933,1987,10,43
4/6/1991,1756,3441,0,67
4/7/1991,1944,3950,1,67
4/8/1991,2007,10741,2,194
4/9/1991,2001,27527,1,413
4/10/1991,1982,1832,0,53
4/11/1991,2016,5140,-2,103
4/12/1991,1983,6447,2,129
4/13/1991,1847,21410,2,434
4/14/1991,1968,8159,0,136
4/15/1991,2006,5685,2,101
4/16/1991,1997,1863,1,44
4/17/1991,1996,21572,-2,279
4/18/1991,2011,6583,2,139
4/19/1991,1979,4541,1,78
4/20/1991,1813,3085,-1,73
4/21/1991,1929,6210,0,112
4/22/1991,1989,3735,3,95
4/23/1991,2010,6692,0,169
4/24/1991,1987,8184,3,180
4/25/1991,2007,7142,3,161
4/26/1991,1993,2939,4,63
4/27/1991,1796,3160,0,68
4/28/1991,1938,41423,17,424
4/29/1991,1995,6732,1,116
4/30/1991,2010,5209,-1,102
9/1/2006,1800,19940,0,381
9/2/2006,1680,19545,-1,318
9/3/2006,1699,5161,-4,193
9/4/2006,1770,9720,0,232
9/5/2006,1769,15018,18,343
9/6/2006,1731,9240,-5,224
9/7/2006,1756,7853,-2,243
9/8/2006,1759,6188,-8,190
9/9/2006,1559,5294,-4,173
9/10/2006,1711,32902,-1,444
9/11/2006,1755,44617,331,629
9/12/2006,1754,18112,-5,391
9/13/2006,1754,22212,-4,430
9/14/2006,1754,12710,-6,266
9/15/2006,1758,20903,-4,351
9/16/2006,1559,10319,-3,237
9/17/2006,1710,46466,92,625
9/18/2006,1756,18043,-4,350
9/19/2006,1753,9525,-3,263
9/20/2006,1754,3279,-4,132
9/21/2006,1756,5278,5,180
9/22/2006,1758,48255,-1,434
9/23/2006,1558,54874,241,668
9/24/2006,1713,20925,-2,380
9/25/2006,1755,2907,-1,154
9/26/2006,1754,306,-2,110
9/27/2006,1754,6570,-5,231
9/28/2006,1756,8268,-4,211
9/29/2006,1759,11352,-5,281
9/30/2006,1557,7169,-2,198
9/1/1997,1826,3067,60,90
9/2/1997,1852,6070,-2,134
9/3/1997,1824,31537,-6,246
9/4/1997,1831,6515,-3,158
9/5/1997,1829,1841,0,84
9/6/1997,1688,2108,0,95
9/7/1997,1777,898,-2,64
