date,numflights,totaldelay,avgdelay,numdelay15
5/31/1993,2247,5018,1,121
3/1/1988,1863,3452,0,70
3/2/1988,1846,15432,0,446
3/3/1988,1843,8854,0,171
3/4/1988,1822,14494,18,301
3/5/1988,1769,6201,5,129
3/6/1988,1788,7094,0,114
3/7/1988,1828,11452,8,186
3/8/1988,1867,4911,0,101
3/9/1988,1839,5440,0,93
3/10/1988,1849,9872,0,189
3/11/1988,1846,11854,0,245
3/12/1988,1795,10145,11,246
3/13/1988,1779,9266,0,228
3/14/1988,1849,9838,0,206
3/15/1988,1857,3801,0,67
3/16/1988,1845,5811,0,102
3/17/1988,1877,17831,0,439
3/18/1988,1850,7838,0,135
3/19/1988,1774,7928,0,172
3/20/1988,1811,7462,0,144
3/21/1988,1855,3802,10,52
3/22/1988,1863,5188,0,119
3/23/1988,1875,5698,34,109
3/24/1988,1864,24017,0,455
3/25/1988,1861,9767,0,167
3/26/1988,1796,8358,5,147
3/27/1988,1821,6829,0,145
3/28/1988,1870,19911,0,388
3/29/1988,1865,23562,5,587
3/30/1988,1843,5169,0,84
3/31/1988,1866,14307,3,307
6/1/1993,2242,5143,-2,95
6/2/1993,2262,3088,1,51
6/3/1993,2269,2605,-1,61
6/4/1993,2249,8115,0,160
6/5/1993,2196,6715,38,102
6/6/1993,2209,3841,-1,65
6/7/1993,2242,46742,1,387
6/8/1993,2254,56463,-1,638
6/9/1993,2219,35619,1,426
6/10/1993,2221,21612,9,381
6/11/1993,2248,14845,0,370
6/12/1993,2177,8589,1,147
6/13/1993,2205,5026,0,98
6/14/1993,2236,12876,10,227
6/15/1993,2259,4297,3,80
6/16/1993,2251,11408,13,257
6/17/1993,2252,9001,0,136
6/18/1993,2209,6799,-2,135
6/19/1993,2154,13044,-1,216
6/20/1993,2182,8844,3,167
6/21/1993,2253,9390,21,179
6/22/1993,2236,4048,3,77
6/23/1993,2214,4885,0,93
6/24/1993,2239,27600,16,460
6/25/1993,2256,45917,61,417
6/26/1993,2154,23188,1,348
6/27/1993,2206,6907,42,122
6/28/1993,2255,8168,2,202
6/29/1993,2233,5522,2,104
6/30/1993,2262,6625,2,111
10/1/1990,1984,3125,-3,62
10/2/1990,2012,2241,3,60
10/3/1990,1984,7332,27,165
10/4/1990,1987,7203,20,146
10/5/1990,1994,5673,4,112
10/6/1990,2002,2682,-1,68
10/7/1990,1942,14177,0,310
10/8/1990,1984,17362,17,351
10/9/1990,2007,6580,0,149
10/10/1990,1988,8331,9,185
10/11/1990,2000,9329,3,166
10/12/1990,1971,7102,1,145
10/13/1990,1981,4327,34,80
10/14/1990,1924,7825,0,146
10/15/1990,1982,6837,55,146
10/16/1990,1975,4339,0,73
10/17/1990,1973,18112,0,328
10/18/1990,1942,14723,12,329
10/19/1990,1978,5980,-2,125
10/20/1990,1958,3139,-2,76
10/21/1990,1910,7088,-1,151
10/22/1990,1971,4999,-1,76
10/23/1990,1980,6152,-2,109
10/24/1990,1957,5789,-2,114
10/25/1990,1956,6913,2,135
10/26/1990,1982,6811,-1,143
10/27/1990,1980,8817,1,189
10/28/1990,1920,5972,0,105
10/29/1990,2003,4242,-1,87
10/30/1990,1984,3018,1,70
10/31/1990,1983,8349,1,175
4/1/1988,1849,15391,0,326
4/2/1988,1796,18257,0,401
4/3/1988,1814,9717,65,205
4/4/1988,1849,6950,0,122
4/5/1988,1892,6787,0,161
4/6/1988,1897,35696,0,473
4/7/1988,1897,6791,8,113
4/8/1988,1893,3489,8,80
4/9/1988,1848,2126,0,42
4/10/1988,1858,5084,0,71
4/11/1988,1894,4660,0,86
4/12/1988,1897,4301,0,92
4/13/1988,1892,3773,0,72
4/14/1988,1900,5050,60,97
4/15/1988,1889,6024,35,120
4/16/1988,1840,4252,32,82
4/17/1988,1869,39548,82,609
4/18/1988,1896,5827,57,131
4/19/1988,1885,7828,27,179
4/20/1988,1897,5956,73,134
4/21/1988,1898,5945,100,99
4/22/1988,1881,7772,0,169
4/23/1988,1817,6615,0,126
4/24/1988,1846,4789,0,83
4/25/1988,1875,3812,0,60
4/26/1988,1870,3297,10,60
4/27/1988,1877,9757,0,220
4/28/1988,1885,5005,0,84
4/29/1988,1904,7017,2,150
4/30/1988,1810,2823,15,67
1/1/2007,1797,47603,49,749
1/2/2007,1822,38425,74,674
1/3/2007,1818,22644,4,470
1/4/2007,1815,29457,-5,468
1/5/2007,1814,23144,-8,463
1/6/2007,1630,17068,-10,352
1/7/2007,1775,15258,-5,348
1/8/2007,1810,11099,-4,279
1/9/2007,1808,15598,10,358
1/10/2007,1804,6344,-3,209
1/11/2007,1806,22900,0,372
1/12/2007,1806,46308,3,568
1/13/2007,1622,27513,23,473
1/14/2007,1766,50347,280,670
1/15/2007,1799,94138,52,1159
1/16/2007,1804,28250,-2,545
1/17/2007,1804,60992,120,701
1/18/2007,1806,42929,162,718
1/19/2007,1806,21212,-3,452
1/20/2007,1622,10156,-1,278
1/21/2007,1765,35651,-4,596
1/22/2007,1803,15209,-5,381
1/23/2007,1805,5686,-7,201
1/24/2007,1804,5059,8,183
1/25/2007,1804,13141,-5,294
1/26/2007,1808,13216,-2,359
1/27/2007,1622,5533,0,201
1/28/2007,1767,25114,-2,470
1/29/2007,1804,22141,-5,455
1/30/2007,1805,5739,-4,202
1/31/2007,1803,37018,26,663
1/1/1998,1653,4886,-2,114
1/2/1998,1768,10118,-2,231
1/3/1998,1770,13398,-3,250
1/4/1998,1802,57404,41,695
1/5/1998,1837,25791,0,491
1/6/1998,1836,25645,-2,549
1/7/1998,1845,12110,0,262
1/8/1998,1841,48317,-6,507
1/9/1998,1841,9272,94,225
1/10/1998,1660,5617,3,156
1/11/1998,1777,41385,55,597
1/12/1998,1839,10930,-5,250
1/13/1998,1839,9027,-2,179
1/14/1998,1842,22619,1,266
1/15/1998,1840,20593,-3,333
1/16/1998,1839,16462,-2,290
1/17/1998,1659,6055,1,137
1/18/1998,1776,6705,-4,183
1/19/1998,1840,6204,-4,145
1/20/1998,1840,2658,-4,98
1/21/1998,1844,19259,-1,359
1/22/1998,1842,18665,-6,406
1/23/1998,1840,15838,-4,240
1/24/1998,1658,4250,-6,123
1/25/1998,1777,5148,-2,140
1/26/1998,1839,6134,-6,137
1/27/1998,1839,1633,-5,80
1/28/1998,1840,6931,-3,175
1/29/1998,1844,5989,-6,135
1/30/1998,1842,4487,-4,114
1/31/1998,1664,5643,-3,142
7/1/1993,2196,6081,3,116
7/2/1993,2235,9757,-2,173
7/3/1993,2013,3964,-4,62
7/4/1993,1976,1402,1,27
7/5/1993,2188,11956,4,213
7/6/1993,2194,4884,0,79
7/7/1993,2181,8710,0,172
7/8/1993,2165,12426,-1,219
7/9/1993,2222,4544,-4,86
7/10/1993,2097,5827,-3,97
7/11/1993,2188,6963,0,130
7/12/1993,2189,4401,-3,89
7/13/1993,2188,6112,2,111
7/14/1993,2195,13885,-3,223
7/15/1993,2169,5524,-1,95
7/16/1993,2151,4540,-1,81
7/17/1993,2130,5252,-3,103
7/18/1993,2159,31804,75,383
7/19/1993,2132,7122,-1,129
7/20/1993,2139,6086,0,120
7/21/1993,2150,4447,0,81
7/22/1993,2134,8304,1,149
7/23/1993,2159,7977,-5,149
7/24/1993,2087,4838,-3,91
7/25/1993,2111,23101,-1,456
7/26/1993,2177,4066,0,93
7/27/1993,2200,5903,-3,97
7/28/1993,2172,6858,6,116
7/29/1993,2187,6395,18,128
7/30/1993,2163,6337,-3,102
7/31/1993,2118,14742,0,326
11/1/1990,2005,3992,3,72
11/2/1990,1965,4567,-2,81
11/3/1990,1950,3903,-2,78
11/4/1990,1908,5531,6,106
11/5/1990,1928,7617,0,143
11/6/1990,1964,5402,-1,128
11/7/1990,1958,4401,-2,88
11/8/1990,1920,16213,1,376
11/9/1990,1931,7268,14,157
11/10/1990,1898,9419,-1,195
11/11/1990,1939,5565,-1,110
11/12/1990,1965,7447,-1,106
11/13/1990,1997,5257,0,94
11/14/1990,1999,5555,-2,95
11/15/1990,1965,5611,-2,109
11/16/1990,1982,8872,-1,190
11/17/1990,1935,4306,-2,91
11/18/1990,1961,4990,-1,106
11/19/1990,1953,4261,0,88
11/20/1990,1975,9082,-1,127
11/21/1990,1947,8111,7,164
11/22/1990,1603,36875,58,604
11/23/1990,1455,3035,-3,68
11/24/1990,1930,4147,-2,96
11/25/1990,1956,9976,-2,166
11/26/1990,1957,7258,-2,145
11/27/1990,1971,52485,84,857
11/28/1990,1931,7967,-1,176
11/29/1990,1977,4422,31,101
11/30/1990,1966,4740,0,92
5/1/1988,1843,3648,26,57
5/2/1988,1892,3160,0,69
5/3/1988,1891,2117,0,41
5/4/1988,1894,4742,8,100
5/5/1988,1862,5186,0,100
5/6/1988,1916,5307,5,114
5/7/1988,1811,3441,10,76
5/8/1988,1834,16167,0,203
5/9/1988,1903,33416,0,449
5/10/1988,1901,5289,0,108
5/11/1988,1908,4441,0,84
5/12/1988,1871,5733,0,89
5/13/1988,1887,4353,0,80
5/14/1988,1786,2447,0,53
5/15/1988,1843,16093,0,274
5/16/1988,1820,9764,9,194
5/17/1988,1837,10143,0,189
5/18/1988,1848,7065,5,129
5/19/1988,1861,7990,13,174
5/20/1988,1864,15342,0,337
5/21/1988,1802,5183,8,132
5/22/1988,1825,6196,3,97
5/23/1988,1858,12814,0,277
5/24/1988,1864,9949,0,166
5/25/1988,1889,5449,3,113
5/26/1988,1874,5463,0,89
5/27/1988,1888,5640,3,105
5/28/1988,1777,4043,0,93
5/29/1988,1778,1453,0,29
5/30/1988,1848,4367,24,86
5/31/1988,1861,11276,38,155
2/1/2007,1809,28165,4,545
2/2/2007,1808,31369,3,603
2/3/2007,1623,19911,-7,432
2/4/2007,1764,12562,-2,315
2/5/2007,1804,21687,65,412
2/6/2007,1807,29425,-4,426
2/7/2007,1805,19665,-6,414
2/8/2007,1808,12625,-4,321
2/9/2007,1806,22024,3,416
2/10/2007,1624,13969,-6,294
2/11/2007,1765,14631,3,335
2/12/2007,1804,34713,23,624
2/13/2007,1807,24834,62,377
2/14/2007,1805,31482,-1,561
2/15/2007,1808,72204,0,995
2/16/2007,1804,48127,16,839
2/17/2007,1560,35931,11,652
2/18/2007,1684,11695,16,276
2/19/2007,1781,18744,-4,370
2/20/2007,1807,8197,-6,238
2/21/2007,1806,8720,-1,246
2/22/2007,1806,34632,-3,547
2/23/2007,1805,18763,7,376
2/24/2007,1619,18405,0,290
2/25/2007,1766,67526,153,851
2/26/2007,1804,59496,11,918
2/27/2007,1808,16607,-6,380
2/28/2007,1806,15685,-3,315
2/1/1998,1773,2869,3,97
2/2/1998,1841,6781,-4,142
2/3/1998,1843,5903,-1,162
2/4/1998,1843,10606,40,221
2/5/1998,1839,12557,-1,244
2/6/1998,1840,8498,8,174
2/7/1998,1658,6903,44,163
2/8/1998,1773,8784,5,192
2/9/1998,1842,8640,-2,189
2/10/1998,1844,11314,9,280
2/11/1998,1844,18625,2,313
2/12/1998,1843,8572,-2,185
2/13/1998,1843,7466,12,155
2/14/1998,1602,6704,-3,147
2/15/1998,1648,5796,2,114
2/16/1998,1761,11071,10,236
2/17/1998,1841,28026,0,456
2/18/1998,1842,10201,-4,222
2/19/1998,1841,5923,-5,149
2/20/1998,1840,5862,2,129
2/21/1998,1660,6908,-3,166
2/22/1998,1770,4464,-3,126
2/23/1998,1841,3130,-3,108
2/24/1998,1841,6009,6,163
2/25/1998,1843,19815,0,189
2/26/1998,1840,10106,-2,183
2/27/1998,1838,6970,4,154
2/28/1998,1660,5893,1,149
8/1/1993,2132,4957,0,85
8/2/1993,2194,19896,12,296
8/3/1993,2145,18495,-4,378
8/4/1993,2167,11079,-1,299
8/5/1993,2176,5533,-1,89
8/6/1993,2181,6833,0,160
8/7/1993,2084,22967,8,599
8/8/1993,2139,4991,-1,78
8/9/1993,2156,13023,-4,262
8/10/1993,2148,5331,-1,84
8/11/1993,2152,5122,1,104
8/12/1993,2167,6066,1,131
8/13/1993,2163,5955,-1,119
8/14/1993,2129,26948,-1,514
8/15/1993,2126,40481,0,457
8/16/1993,2201,7900,-2,154
8/17/1993,2176,9219,-5,150
8/18/1993,2201,3836,-4,108
8/19/1993,2189,8869,-1,166
8/20/1993,2172,3746,0,89
8/21/1993,2124,1895,17,50
8/22/1993,2121,2583,-3,57
8/23/1993,2186,17614,-2,178
8/24/1993,2192,6637,3,193
8/25/1993,2160,9949,-2,215
8/26/1993,2165,2591,-1,74
8/27/1993,2127,11848,0,210
8/28/1993,2120,5174,-1,117
8/29/1993,2143,26237,-2,493
8/30/1993,2184,10092,0,119
8/31/1993,2175,14177,-1,310
12/1/1990,1955,3020,0,71
12/2/1990,1851,16258,-1,370
12/3/1990,1960,15292,0,330
12/4/1990,1951,7576,-3,167
12/5/1990,1968,4074,-1,82
12/6/1990,1930,4182,-1,84
12/7/1990,1953,9468,-3,173
12/8/1990,1957,3647,-1,94
12/9/1990,1918,4484,1,99
12/10/1990,1971,4121,-2,89
12/11/1990,2000,3342,3,73
12/12/1990,1984,4392,-1,93
12/13/1990,1962,5803,0,128
12/14/1990,1971,7714,32,157
12/15/1990,1876,13374,1,291
12/16/1990,1920,12755,-2,277
12/17/1990,1973,41860,49,816
12/18/1990,1921,15631,0,368
12/19/1990,1909,16935,2,366
12/20/1990,1914,31637,5,690
12/21/1990,1860,107418,21,1180
12/22/1990,1897,141587,-1,1413
12/23/1990,1893,84594,99,1057
12/24/1990,1660,12518,11,257
12/25/1990,1739,9973,0,166
12/26/1990,1791,41263,66,722
12/27/1990,1850,61749,21,990
12/28/1990,1913,70936,8,983
12/29/1990,1901,47496,-3,681
12/30/1990,1897,90616,10,1109
12/31/1990,1862,16790,28,295
6/1/1988,1905,7304,0,125
6/2/1988,1901,40451,1,569
6/3/1988,1882,8328,0,172
6/4/1988,1806,3309,0,69
6/5/1988,1860,4085,2,83
6/6/1988,1876,4967,27,96
6/7/1988,1893,3571,0,60
6/8/1988,1889,6222,0,132
6/9/1988,1866,13048,0,328
6/10/1988,1892,9117,8,208
6/11/1988,1802,4982,0,98
6/12/1988,1812,4000,20,55
6/13/1988,1877,4004,0,66
6/14/1988,1879,4350,0,91
6/15/1988,1878,6847,0,145
6/16/1988,1881,7848,0,167
6/17/1988,1904,4978,16,102
6/18/1988,1825,3207,0,56
6/19/1988,1845,6010,0,91
6/20/1988,1895,13109,0,194
6/21/1988,1909,5375,11,83
6/22/1988,1885,12845,5,186
6/23/1988,1869,7859,0,155
6/24/1988,1909,3889,0,73
6/25/1988,1813,6265,0,132
6/26/1988,1852,9413,0,164
6/27/1988,1936,4335,0,72
6/28/1988,1900,24468,1,364
6/29/1988,1871,7955,13,147
6/30/1988,1908,8708,24,159
3/1/2007,1811,45897,5,602
3/2/2007,1812,40536,10,610
3/3/2007,1628,22489,0,475
3/4/2007,1769,12052,-3,290
3/5/2007,1807,10789,-3,261
3/6/2007,1810,5562,-3,209
3/7/2007,1808,24632,9,481
3/8/2007,1813,7271,1,221
3/9/2007,1810,14795,-3,313
3/10/2007,1626,10579,-5,255
3/11/2007,1768,20986,-4,376
3/12/2007,1808,10727,-1,253
3/13/2007,1812,30181,223,398
3/14/2007,1809,14826,-3,337
3/15/2007,1811,14914,-4,338
3/16/2007,1810,16859,-4,304
3/17/2007,1628,35644,4,527
3/18/2007,1770,23554,3,408
3/19/2007,1807,14133,-4,332
3/20/2007,1811,10245,4,274
3/21/2007,1808,26620,0,345
3/22/2007,1813,36963,-4,603
3/23/2007,1813,37421,6,499
3/24/2007,1625,31765,1,511
3/25/2007,1768,15771,0,344
3/26/2007,1809,21769,-5,436
3/27/2007,1814,17585,20,383
3/28/2007,1810,38120,-10,471
3/29/2007,1813,25167,-1,436
3/30/2007,1811,59459,131,728
3/31/2007,1628,51044,5,680
3/1/1998,1772,13150,0,269
3/2/1998,1826,4456,-5,113
3/3/1998,1834,3404,-1,97
3/4/1998,1836,4242,-3,125
3/5/1998,1834,8015,15,180
3/6/1998,1835,11386,-2,256
3/7/1998,1656,55130,0,611
3/8/1998,1768,31340,76,583
3/9/1998,1835,23079,-1,382
3/10/1998,1834,7167,-3,163
3/11/1998,1836,7457,4,160
3/12/1998,1834,7353,12,151
3/13/1998,1834,8560,-3,163
3/14/1998,1659,11911,-3,266
3/15/1998,1768,19328,-1,406
3/16/1998,1832,13516,27,304
3/17/1998,1833,11282,108,252
3/18/1998,1835,29848,100,490
3/19/1998,1832,19389,224,301
3/20/1998,1832,17765,1,259
3/21/1998,1655,11939,5,246
3/22/1998,1766,23711,44,318
3/23/1998,1831,5167,9,135
3/24/1998,1833,3531,-1,116
3/25/1998,1836,4311,0,108
3/26/1998,1830,14010,2,291
3/27/1998,1837,21370,57,343
3/28/1998,1654,5752,-1,138
3/29/1998,1762,7849,1,176
3/30/1998,1827,22564,62,283
3/31/1998,1828,11409,4,230
7/1/1988,1899,9287,-1,180
7/2/1988,1822,5773,26,120
7/3/1988,1751,4783,-2,123
7/4/1988,1807,5452,2,144
7/5/1988,1880,8711,1,189
7/6/1988,1914,3640,-2,70
7/7/1988,1924,4226,-1,89
7/8/1988,1927,4927,-3,113
7/9/1988,1843,4496,0,93
7/10/1988,1861,6917,-1,150
7/11/1988,1935,7583,4,159
7/12/1988,1923,17188,-1,435
7/13/1988,1904,5340,0,107
7/14/1988,1934,10535,0,220
7/15/1988,1902,10241,0,200
7/16/1988,1820,19135,-1,227
7/17/1988,1850,14935,-1,219
7/18/1988,1929,16408,5,371
7/19/1988,1913,9997,0,240
7/20/1988,1931,10900,-1,204
7/21/1988,1929,15900,0,314
7/22/1988,1938,6982,0,120
7/23/1988,1851,5140,0,98
7/24/1988,1896,4015,0,81
7/25/1988,1889,7240,0,168
7/26/1988,1913,11797,-2,192
7/27/1988,1931,10165,-1,192
7/28/1988,1936,9303,0,198
7/29/1988,1948,5478,-1,103
7/30/1988,1870,13105,-1,203
7/31/1988,1905,5156,1,118
4/1/2007,1767,38733,-4,548
4/2/2007,1807,15491,-3,351
4/3/2007,1811,27358,-2,468
4/4/2007,1809,22163,-4,441
4/5/2007,1813,29266,-7,518
4/6/2007,1811,24896,-5,446
4/7/2007,1628,14150,12,336
4/8/2007,1769,14289,-4,269
4/9/2007,1791,7833,28,215
4/10/2007,1730,11989,-4,326
4/11/2007,1742,28560,-1,448
4/12/2007,1747,53433,-4,618
4/13/2007,1746,48327,0,664
4/14/2007,1635,40974,0,643
4/15/2007,1708,25439,-2,447
4/16/2007,1741,36823,100,522
4/17/2007,1743,25616,-2,460
4/18/2007,1741,19392,-1,382
4/19/2007,1747,8878,1,245
4/20/2007,1744,11820,-4,259
4/21/2007,1636,8296,-5,223
4/22/2007,1708,10356,-4,257
4/23/2007,1743,9379,-3,200
4/24/2007,1747,17337,-4,245
4/25/2007,1742,51502,0,630
4/26/2007,1747,34355,-3,491
4/27/2007,1746,29008,10,506
4/28/2007,1635,6936,-3,221
4/29/2007,1710,8403,-3,219
4/30/2007,1742,10813,4,296
4/1/1998,1825,8555,-3,167
4/2/1998,1826,6887,-3,142
4/3/1998,1828,13750,0,206
4/4/1998,1644,4842,-3,93
4/5/1998,1749,4989,-2,97
4/6/1998,1817,4324,-4,108
4/7/1998,1820,10418,-3,157
4/8/1998,1820,7801,-1,173
4/9/1998,1819,14640,0,234
4/10/1998,1817,5790,-2,126
4/11/1998,1626,2549,-2,93
4/12/1998,1739,2845,-6,87
4/13/1998,1800,6712,3,138
4/14/1998,1812,3189,-5,101
4/15/1998,1810,10507,-4,230
4/16/1998,1811,16431,-6,328
4/17/1998,1811,15542,-6,266
4/18/1998,1693,12188,0,238
4/19/1998,1784,13892,-7,258
4/20/1998,1810,23321,-3,355
4/21/1998,1807,9149,135,181
4/22/1998,1810,4813,-3,109
4/23/1998,1810,11308,-2,200
4/24/1998,1810,8303,-5,163
4/25/1998,1686,3857,-1,117
4/26/1998,1784,21198,-2,338
4/27/1998,1810,6691,0,151
4/28/1998,1808,5218,-5,129
4/29/1998,1810,7037,-2,147
4/30/1998,1803,6153,-1,133
8/1/1988,1926,20681,3,464
8/2/1988,1939,7462,-1,141
8/3/1988,1922,9956,0,208
8/4/1988,1886,9624,0,214
8/5/1988,1923,28252,1,366
8/6/1988,1839,6742,0,130
8/7/1988,1910,3835,-1,76
8/8/1988,1910,9929,-2,169
8/9/1988,1935,12438,-1,239
8/10/1988,1939,23949,-1,360
8/11/1988,1932,9467,12,176
8/12/1988,1936,6804,0,127
8/13/1988,1822,11473,0,243
8/14/1988,1914,6870,0,145
8/15/1988,1927,7983,-1,200
8/16/1988,1947,5671,-1,112
8/17/1988,1931,9213,0,207
8/18/1988,1939,21869,0,266
8/19/1988,1943,13382,-1,239
8/20/1988,1839,8172,-3,156
8/21/1988,1900,4477,-1,77
8/22/1988,1918,5891,0,141
8/23/1988,1914,5744,0,141
8/24/1988,1938,7239,0,130
8/25/1988,1936,5445,-1,111
8/26/1988,1906,4601,0,101
8/27/1988,1854,3845,0,87
8/28/1988,1902,3021,0,63
8/29/1988,1923,6243,0,145
8/30/1988,1929,3052,0,62
8/31/1988,1916,6835,-1,131
5/1/2007,1755,10106,-4,259
5/2/2007,1758,14938,-2,272
5/3/2007,1758,23512,1,498
5/4/2007,1760,10296,-4,259
5/5/2007,1643,5104,-5,179
5/6/2007,1721,18456,-6,365
5/7/2007,1759,17773,-4,448
5/8/2007,1757,5014,10,188
5/9/2007,1758,19633,-8,332
5/10/2007,1757,33412,0,555
5/11/2007,1760,22607,52,454
5/12/2007,1644,8393,4,218
5/13/2007,1718,25448,27,377
5/14/2007,1759,23939,2,467
5/15/2007,1758,23630,0,415
5/16/2007,1758,21589,5,385
5/17/2007,1758,13821,24,294
5/18/2007,1759,20726,-1,375
5/19/2007,1643,6664,45,207
5/20/2007,1720,12132,-2,278
5/21/2007,1758,10165,0,272
5/22/2007,1758,13178,-1,315
5/23/2007,1759,16135,17,334
5/24/2007,1757,52855,-1,573
5/25/2007,1758,37821,0,690
5/26/2007,1605,19057,0,379
5/27/2007,1651,19650,-5,423
5/28/2007,1730,11864,-10,261
5/29/2007,1758,11649,-4,295
5/30/2007,1758,56828,2,657
5/31/2007,1759,24362,-4,475
5/1/1998,1786,8482,-4,170
5/2/1998,1676,4593,0,119
5/3/1998,1774,14801,-7,258
5/4/1998,1795,6970,0,150
5/5/1998,1797,7966,-2,183
5/6/1998,1795,24189,-2,383
5/7/1998,1796,32869,-4,522
5/8/1998,1794,14396,-1,229
5/9/1998,1669,4944,-1,117
5/10/1998,1766,7203,-4,143
5/11/1998,1788,6246,0,121
5/12/1998,1792,4295,-7,111
5/13/1998,1789,4001,-7,99
5/14/1998,1792,8777,-6,183
5/15/1998,1790,11975,-5,217
5/16/1998,1670,5902,-2,132
5/17/1998,1769,9450,-6,164
5/18/1998,1796,8165,-3,167
5/19/1998,1798,13923,-2,242
5/20/1998,1794,12276,-2,203
5/21/1998,1797,11034,-2,201
5/22/1998,1795,14201,-1,264
5/23/1998,1548,5056,-7,115
5/24/1998,1574,950,-2,63
5/25/1998,1732,5929,-5,131
5/26/1998,1798,5807,-5,136
5/27/1998,1796,6544,-1,153
5/28/1998,1797,17637,-1,304
5/29/1998,1795,14429,-3,215
5/30/1998,1669,7654,55,145
5/31/1998,1768,28389,204,322
1/1/2001,2034,53496,44,846
1/2/2001,2136,34068,-7,615
1/3/2001,2130,35873,-6,682
1/4/2001,2125,12966,-10,285
1/5/2001,2127,16873,33,310
1/6/2001,1931,16219,0,247
1/7/2001,2019,13759,-4,264
1/8/2001,2126,11255,-6,236
1/9/2001,2129,11164,-4,254
1/10/2001,2128,16606,3,311
1/11/2001,2126,12603,-5,257
1/12/2001,2129,17080,-3,337
1/13/2001,1929,9401,-7,193
1/14/2001,2019,13357,-5,297
1/15/2001,2129,11462,0,254
1/16/2001,2129,14629,-5,310
1/17/2001,2128,10349,-6,243
1/18/2001,2129,9719,-5,219
1/19/2001,2129,20570,2,370
1/20/2001,1929,8012,61,196
1/21/2001,2020,16125,-4,301
1/22/2001,2125,4430,-8,163
1/23/2001,2128,5080,-5,183
1/24/2001,2126,8743,-2,246
1/25/2001,2129,12280,-8,264
1/26/2001,2130,23605,-6,511
1/27/2001,1932,9948,-6,200
1/28/2001,2019,13621,-8,292
1/29/2001,2127,12046,-6,284
1/30/2001,2120,8764,-7,249
1/31/2001,2124,5646,-10,176
9/1/1988,1921,4246,0,78
9/2/1988,1883,5677,-3,107
9/3/1988,1676,4802,1,103
9/4/1988,1631,3408,3,82
9/5/1988,1808,2631,6,51
9/6/1988,1938,3097,0,59
9/7/1988,1961,1852,-2,44
9/8/1988,1930,1986,0,43
9/9/1988,1956,2721,0,51
9/10/1988,1849,3995,-1,56
9/11/1988,1894,2892,-1,57
9/12/1988,1940,16004,-1,324
9/13/1988,1966,6893,-1,146
9/14/1988,1916,5843,-2,129
9/15/1988,1957,3759,-1,72
9/16/1988,1968,5024,-1,105
9/17/1988,1863,4758,-3,96
9/18/1988,1893,12924,3,263
9/19/1988,1951,34177,-3,536
9/20/1988,1980,3959,0,74
9/21/1988,1995,2649,0,55
9/22/1988,1962,15993,104,345
9/23/1988,1998,8320,42,117
9/24/1988,1862,5178,0,98
9/25/1988,1949,5391,3,105
9/26/1988,1993,3484,-1,81
9/27/1988,2004,4388,27,91
9/28/1988,1981,6333,1,140
9/29/1988,1950,16957,0,323
9/30/1988,1978,10113,1,203
1/1/1992,2119,9040,2,246
1/2/1992,2101,10632,-2,192
1/3/1992,2147,10515,0,249
1/4/1992,2088,11170,27,225
1/5/1992,2142,9530,2,148
1/6/1992,2166,53894,0,825
1/7/1992,2156,7422,-2,138
1/8/1992,2107,8867,8,186
1/9/1992,2145,2842,18,69
1/10/1992,2156,4617,-1,85
1/11/1992,1937,3539,0,82
1/12/1992,2079,7215,-1,136
1/13/1992,2070,36037,62,645
1/14/1992,2136,11022,0,224
1/15/1992,2087,33331,45,514
1/16/1992,2105,7696,4,144
1/17/1992,2096,14748,37,393
1/18/1992,1886,27293,49,544
1/19/1992,2048,5358,-1,104
1/20/1992,2128,3870,0,80
1/21/1992,2134,5302,23,133
1/22/1992,2157,4735,4,90
1/23/1992,2150,13155,-1,237
1/24/1992,2108,9241,0,199
1/25/1992,1892,29051,-1,444
1/26/1992,2081,8864,20,253
1/27/1992,2138,25875,21,465
1/28/1992,2128,16339,-2,421
1/29/1992,2117,5975,-1,115
1/30/1992,2145,5754,0,140
1/31/1992,2120,4206,2,71
6/1/2007,1758,20560,3,362
6/2/2007,1651,14889,28,318
6/3/2007,1718,95713,-7,1091
6/4/2007,1757,56539,-1,711
6/5/2007,1757,20398,37,432
6/6/2007,1756,13775,1,317
6/7/2007,1759,21629,-3,349
6/8/2007,1760,55521,0,713
6/9/2007,1644,21323,158,383
6/10/2007,1720,12804,-4,300
6/11/2007,1757,16197,0,325
6/12/2007,1756,22683,67,327
6/13/2007,1754,23606,0,411
6/14/2007,1755,32605,-5,589
6/15/2007,1762,17630,-5,366
6/16/2007,1648,64532,-3,933
6/17/2007,1723,81063,-2,982
6/18/2007,1761,39771,0,645
6/19/2007,1761,30281,45,504
6/20/2007,1760,38076,2,702
6/21/2007,1762,22672,-3,393
6/22/2007,1762,32176,2,505
6/23/2007,1649,13858,-8,311
6/24/2007,1724,10816,20,252
6/25/2007,1762,59678,0,643
6/26/2007,1760,65984,-5,658
6/27/2007,1761,67822,3,788
6/28/2007,1762,75299,0,954
6/29/2007,1761,62755,0,814
6/30/2007,1650,62285,-8,759
10/1/2004,1891,14046,4,281
10/2/2004,1526,1804,16,99
10/3/2004,1831,5269,-3,164
10/4/2004,1901,94506,28,844
10/5/2004,1883,2748,-1,142
10/6/2004,1882,2047,-4,123
10/7/2004,1897,11605,6,250
10/8/2004,1904,24759,73,391
