year,state,people,,Sum of people,Column Labels,,,,,,,,,,,,,,
1995,AK,1880,,Row Labels,AK,AZ,CA,ID,ME,MI,MN,MT,ND,NM,NY,TX,VT,WA,Grand Total
2006,MT,145,,,,,,,,,,,,,,,,,
2006,MT,2136,,,,,,,,,,,,,,,,,
2006,MT,555,,,,,,,,,,,,,,,,,
2006,NY,76758,,,,,,,,,,,,,,,,,
2006,NY,824594,,,,,,,,,,,,,,,,,
2006,NY,169353,,,,,,,,,,,,,,,,,
2006,NY,130880,,,,,,,,,,,,,,,,,
2006,NY,38441,,,,,,,,,,,,,,,,,
2006,NY,18748,,,,,,,,,,,,,,,,,
2006,ND,259,,,,,,,,,,,,,,,,,
2006,ND,1372,,,,,,,,,,,,,,,,,
2006,ND,1507,,,,,,,,,,,,,,,,,
2006,ND,5688,,,,,,,,,,,,,,,,,
2006,ND,1591,,,,,,,,,,,,,,,,,
2006,ND,549,,,,,,,,,,,,,,,,,
2006,ND,2052,,,,,,,,,,,,,,,,,
2006,ND,2127,,,,,,,,,,,,,,,,,
2006,ND,4538,,,,,,,,,,,,,,,,,
2006,ND,3479,,,,,,,,,,,,,,,,,
2006,ND,1624,,,,,,,,,,,,,,,,,
2006,ND,41758,,,,,,,,,,,,,,,,,
2006,ND,12882,,,,,,,,,,,,,,,,,
2006,ND,523,,,,,,,,,,,,,,,,,
2006,ND,1563,,,,,,,,,,,,,,,,,
2006,ND,2738,,,,,,,,,,,,,,,,,
2006,ND,6241,,,,,,,,,,,,,,,,,
2006,ND,1114,,,,,,,,,,,,,,,,,
2006,VT,7834,,,,,,,,,,,,,,,,,
2006,VT,85530,,,,,,,,,,,,,,,,,
2006,VT,54826,,,,,,,,,,,,,,,,,
2006,VT,9594,,,,,,,,,,,,,,,,,
2006,VT,11591,,,,,,,,,,,,,,,,,
2006,WA,354856,,,,,,,,,,,,,,,,,
2006,WA,7433,,,,,,,,,,,,,,,,,
2006,WA,5512,,,,,,,,,,,,,,,,,
2006,WA,1164,,,,,,,,,,,,,,,,,
2006,WA,6377,,,,,,,,,,,,,,,,,
2006,WA,5696,,,,,,,,,,,,,,,,,
2006,WA,62170,,,,,,,,,,,,,,,,,
2006,WA,4006,,,,,,,,,,,,,,,,,
2006,WA,799,,,,,,,,,,,,,,,,,
2006,WA,30102,,,,,,,,,,,,,,,,,
2006,WA,126694,,,,,,,,,,,,,,,,,
2006,WA,3165,,,,,,,,,,,,,,,,,
2006,WA,104675,,,,,,,,,,,,,,,,,
2006,AZ,381668,,,,,,,,,,,,,,,,,
2006,AZ,118019,,,,,,,,,,,,,,,,,
2006,AZ,72669,,,,,,,,,,,,,,,,,
2006,AZ,1270533,,,,,,,,,,,,,,,,,
2006,AZ,687581,,,,,,,,,,,,,,,,,
2006,AZ,7803,,,,,,,,,,,,,,,,,
2006,CA,391936,,,,,,,,,,,,,,,,,
2006,CA,1070681,,,,,,,,,,,,,,,,,
2006,CA,583488,,,,,,,,,,,,,,,,,
2006,CA,1003782,,,,,,,,,,,,,,,,,
2006,CA,2996343,,,,,,,,,,,,,,,,,
2006,CA,188006,,,,,,,,,,,,,,,,,
2006,NM,107386,,,,,,,,,,,,,,,,,
2006,NM,48996,,,,,,,,,,,,,,,,,
2006,TX,1218378,,,,,,,,,,,,,,,,,
2006,TX,264254,,,,,,,,,,,,,,,,,
2006,TX,738314,,,,,,,,,,,,,,,,,
2006,TX,2837455,,,,,,,,,,,,,,,,,
2006,TX,99626,,,,,,,,,,,,,,,,,
2006,TX,1131396,,,,,,,,,,,,,,,,,
2006,TX,1518000,,,,,,,,,,,,,,,,,
2006,TX,136472,,,,,,,,,,,,,,,,,
2006,TX,387509,,,,,,,,,,,,,,,,,
2006,TX,189762,,,,,,,,,,,,,,,,,
2006,TX,268171,,,,,,,,,,,,,,,,,
2006,CA,38,,,,,,,,,,,,,,,,,
2006,AK,3249,,,,,,,,,,,,,,,,,
2006,AK,1134,,,,,,,,,,,,,,,,,
2006,AK,574,,,,,,,,,,,,,,,,,
2006,AK,2630,,,,,,,,,,,,,,,,,
2006,ID,11389,,,,,,,,,,,,,,,,,
2006,ID,14473,,,,,,,,,,,,,,,,,
2006,ME,14453,,,,,,,,,,,,,,,,,
2006,ME,214910,,,,,,,,,,,,,,,,,
2006,ME,25764,,,,,,,,,,,,,,,,,
2006,ME,31968,,,,,,,,,,,,,,,,,
2006,ME,46130,,,,,,,,,,,,,,,,,
2006,ME,54795,,,,,,,,,,,,,,,,,
2006,ME,24539,,,,,,,,,,,,,,,,,
2006,ME,8503,,,,,,,,,,,,,,,,,
2006,ME,96053,,,,,,,,,,,,,,,,,
2006,ME,54497,,,,,,,,,,,,,,,,,
2006,ME,9531,,,,,,,,,,,,,,,,,
2006,MI,945374,,,,,,,,,,,,,,,,,
2006,MI,305051,,,,,,,,,,,,,,,,,
2006,MI,130412,,,,,,,,,,,,,,,,,
2006,MN,29744,,,,,,,,,,,,,,,,,
2006,MN,50651,,,,,,,,,,,,,,,,,
2006,MN,83209,,,,,,,,,,,,,,,,,
2006,MN,11286,,,,,,,,,,,,,,,,,
2006,MN,1248,,,,,,,,,,,,,,,,,
2006,MN,806,,,,,,,,,,,,,,,,,
2006,MN,6125,,,,,,,,,,,,,,,,,
2006,MN,22421,,,,,,,,,,,,,,,,,
2006,MT,2860,,,,,,,,,,,,,,,,,
2006,MT,572,,,,,,,,,,,,,,,,,
2006,MT,409,,,,,,,,,,,,,,,,,
2006,MT,9479,,,,,,,,,,,,,,,,,
2006,MT,4633,,,,,,,,,,,,,,,,,
2006,MT,21734,,,,,,,,,,,,,,,,,
2006,MT,585,,,,,,,,,,,,,,,,,
2006,MT,64307,,,,,,,,,,,,,,,,,
2006,MT,663,,,,,,,,,,,,,,,,,
2006,MT,136,,,,,,,,,,,,,,,,,
2006,MT,76,,,,,,,,,,,,,,,,,
2006,MT,1913,,,,,,,,,,,,,,,,,
2006,MT,326,,,,,,,,,,,,,,,,,
2006,NY,107627,,,,,,,,,,,,,,,,,
2006,NY,1082575,,,,,,,,,,,,,,,,,
2006,NY,200874,,,,,,,,,,,,,,,,,
2006,NY,171039,,,,,,,,,,,,,,,,,
2006,NY,47508,,,,,,,,,,,,,,,,,
2006,NY,23250,,,,,,,,,,,,,,,,,
2006,ND,243,,,,,,,,,,,,,,,,,
2006,ND,1666,,,,,,,,,,,,,,,,,
2006,ND,1817,,,,,,,,,,,,,,,,,
2006,ND,7243,,,,,,,,,,,,,,,,,
2006,ND,938,,,,,,,,,,,,,,,,,
2006,ND,742,,,,,,,,,,,,,,,,,
2006,ND,2338,,,,,,,,,,,,,,,,,
2006,ND,2532,,,,,,,,,,,,,,,,,
2006,ND,5566,,,,,,,,,,,,,,,,,
2006,ND,4210,,,,,,,,,,,,,,,,,
2006,ND,1629,,,,,,,,,,,,,,,,,
2006,ND,59746,,,,,,,,,,,,,,,,,
2006,ND,14948,,,,,,,,,,,,,,,,,
2006,ND,635,,,,,,,,,,,,,,,,,
2006,ND,2197,,,,,,,,,,,,,,,,,
2006,ND,3358,,,,,,,,,,,,,,,,,
2006,ND,3677,,,,,,,,,,,,,,,,,
2006,ND,1512,,,,,,,,,,,,,,,,,
2006,VT,9089,,,,,,,,,,,,,,,,,
2006,VT,93675,,,,,,,,,,,,,,,,,
2006,VT,75322,,,,,,,,,,,,,,,,,
2006,VT,10508,,,,,,,,,,,,,,,,,
2006,VT,13899,,,,,,,,,,,,,,,,,
2006,WA,439083,,,,,,,,,,,,,,,,,
2006,WA,9199,,,,,,,,,,,,,,,,,
2006,WA,6951,,,,,,,,,,,,,,,,,
2006,WA,1431,,,,,,,,,,,,,,,,,
2006,WA,7179,,,,,,,,,,,,,,,,,
2006,WA,5968,,,,,,,,,,,,,,,,,
2006,WA,85435,,,,,,,,,,,,,,,,,
2006,WA,4423,,,,,,,,,,,,,,,,,
2006,WA,945,,,,,,,,,,,,,,,,,
2006,WA,34011,,,,,,,,,,,,,,,,,
2006,WA,151144,,,,,,,,,,,,,,,,,
2006,WA,7019,,,,,,,,,,,,,,,,,
2006,WA,122333,,,,,,,,,,,,,,,,,
2006,AZ,426035,,,,,,,,,,,,,,,,,
2006,AZ,156689,,,,,,,,,,,,,,,,,
2006,AZ,79630,,,,,,,,,,,,,,,,,
2006,AZ,1408875,,,,,,,,,,,,,,,,,
2006,AZ,742738,,,,,,,,,,,,,,,,,
2006,AZ,8518,,,,,,,,,,,,,,,,,
2006,CA,381840,,,,,,,,,,,,,,,,,
2006,CA,1125180,,,,,,,,,,,,,,,,,
2006,CA,742821,,,,,,,,,,,,,,,,,
2006,CA,1050933,,,,,,,,,,,,,,,,,
2006,CA,3571897,,,,,,,,,,,,,,,,,
2006,CA,203391,,,,,,,,,,,,,,,,,
2006,NM,122310,,,,,,,,,,,,,,,,,
2006,NM,59274,,,,,,,,,,,,,,,,,
2006,TX,1474049,,,,,,,,,,,,,,,,,
2006,TX,356679,,,,,,,,,,,,,,,,,
2006,TX,847817,,,,,,,,,,,,,,,,,
2006,TX,3033824,,,,,,,,,,,,,,,,,
2006,TX,110108,,,,,,,,,,,,,,,,,
2006,TX,1312035,,,,,,,,,,,,,,,,,
2006,TX,1649120,,,,,,,,,,,,,,,,,
2006,TX,158134,,,,,,,,,,,,,,,,,
2006,TX,443767,,,,,,,,,,,,,,,,,
2006,TX,201272,,,,,,,,,,,,,,,,,
2006,TX,320301,,,,,,,,,,,,,,,,,
2006,CA,18,,,,,,,,,,,,,,,,,
2006,AK,4503,,,,,,,,,,,,,,,,,
2006,AK,2336,,,,,,,,,,,,,,,,,
2006,AK,859,,,,,,,,,,,,,,,,,
2006,AK,3292,,,,,,,,,,,,,,,,,
2006,ID,13428,,,,,,,,,,,,,,,,,
2006,ID,14417,,,,,,,,,,,,,,,,,
2006,ME,15796,,,,,,,,,,,,,,,,,
2006,ME,218142,,,,,,,,,,,,,,,,,
2006,ME,27361,,,,,,,,,,,,,,,,,
2006,ME,34198,,,,,,,,,,,,,,,,,
2006,ME,40591,,,,,,,,,,,,,,,,,
2006,ME,56462,,,,,,,,,,,,,,,,,
2006,ME,25197,,,,,,,,,,,,,,,,,
2006,ME,8814,,,,,,,,,,,,,,,,,
2006,ME,97607,,,,,,,,,,,,,,,,,
2006,ME,57082,,,,,,,,,,,,,,,,,
2006,ME,10317,,,,,,,,,,,,,,,,,
2006,MI,898941,,,,,,,,,,,,,,,,,
2006,MI,351119,,,,,,,,,,,,,,,,,
2006,MI,125782,,,,,,,,,,,,,,,,,
2006,MN,29028,,,,,,,,,,,,,,,,,
2006,MN,47143,,,,,,,,,,,,,,,,,
2006,MN,83364,,,,,,,,,,,,,,,,,
2006,MN,18220,,,,,,,,,,,,,,,,,
2006,MN,603,,,,,,,,,,,,,,,,,
2006,MN,1057,,,,,,,,,,,,,,,,,
2006,MN,5109,,,,,,,,,,,,,,,,,
2006,MN,22924,,,,,,,,,,,,,,,,,
2006,MT,2136,,,,,,,,,,,,,,,,,
2006,MT,445,,,,,,,,,,,,,,,,,
2006,MT,418,,,,,,,,,,,,,,,,,
2006,MT,11302,,,,,,,,,,,,,,,,,
2006,MT,6413,,,,,,,,,,,,,,,,,
2006,MT,22844,,,,,,,,,,,,,,,,,
2006,MT,775,,,,,,,,,,,,,,,,,
2006,MT,64887,,,,,,,,,,,,,,,,,
2006,MT,782,,,,,,,,,,,,,,,,,
2006,MT,184,,,,,,,,,,,,,,,,,
2006,MT,181,,,,,,,,,,,,,,,,,
2006,MT,2706,,,,,,,,,,,,,,,,,
2006,MT,441,,,,,,,,,,,,,,,,,
2006,NY,107367,,,,,,,,,,,,,,,,,
2006,NY,1164597,,,,,,,,,,,,,,,,,
2006,NY,245521,,,,,,,,,,,,,,,,,
2006,NY,156820,,,,,,,,,,,,,,,,,
2006,NY,47850,,,,,,,,,,,,,,,,,
2006,NY,25368,,,,,,,,,,,,,,,,,
2006,ND,356,,,,,,,,,,,,,,,,,
2006,ND,1738,,,,,,,,,,,,,,,,,
2006,ND,1713,,,,,,,,,,,,,,,,,
2006,ND,7742,,,,,,,,,,,,,,,,,
2006,ND,1505,,,,,,,,,,,,,,,,,
2006,ND,899,,,,,,,,,,,,,,,,,
2006,ND,2535,,,,,,,,,,,,,,,,,
2006,ND,2835,,,,,,,,,,,,,,,,,
2006,ND,3846,,,,,,,,,,,,,,,,,
2006,ND,4031,,,,,,,,,,,,,,,,,
2006,ND,2252,,,,,,,,,,,,,,,,,
2006,ND,48716,,,,,,,,,,,,,,,,,
2006,ND,18418,,,,,,,,,,,,,,,,,
2006,ND,1052,,,,,,,,,,,,,,,,,
2006,ND,2155,,,,,,,,,,,,,,,,,
2006,ND,3661,,,,,,,,,,,,,,,,,
2006,ND,8387,,,,,,,,,,,,,,,,,
2006,ND,1526,,,,,,,,,,,,,,,,,
2006,VT,9349,,,,,,,,,,,,,,,,,
2006,VT,91419,,,,,,,,,,,,,,,,,
2006,VT,72926,,,,,,,,,,,,,,,,,
2006,VT,12698,,,,,,,,,,,,,,,,,
2006,VT,14280,,,,,,,,,,,,,,,,,
2006,WA,6984,,,,,,,,,,,,,,,,,
2006,WA,469739,,,,,,,,,,,,,,,,,
2006,WA,11488,,,,,,,,,,,,,,,,,
2006,WA,8015,,,,,,,,,,,,,,,,,
2006,WA,1360,,,,,,,,,,,,,,,,,
2006,WA,991,,,,,,,,,,,,,,,,,
2006,WA,5657,,,,,,,,,,,,,,,,,
2006,WA,6943,,,,,,,,,,,,,,,,,
2006,WA,92912,,,,,,,,,,,,,,,,,
2006,WA,4282,,,,,,,,,,,,,,,,,
2006,WA,1040,,,,,,,,,,,,,,,,,
2006,WA,34565,,,,,,,,,,,,,,,,,
2006,WA,171062,,,,,,,,,,,,,,,,,
2006,WA,9516,,,,,,,,,,,,,,,,,
2006,WA,127185,,,,,,,,,,,,,,,,,
2006,AZ,425279,,,,,,,,,,,,,,,,,
2006,AZ,127243,,,,,,,,,,,,,,,,,
2006,AZ,72538,,,,,,,,,,,,,,,,,
2006,AZ,1421235,,,,,,,,,,,,,,,,,
2006,AZ,709311,,,,,,,,,,,,,,,,,
2006,AZ,7902,,,,,,,,,,,,,,,,,
2006,CA,285485,,,,,,,,,,,,,,,,,
2006,CA,1170007,,,,,,,,,,,,,,,,,
2006,CA,668547,,,,,,,,,,,,,,,,,
2006,CA,1040262,,,,,,,,,,,,,,,,,
2006,CA,3388558,,,,,,,,,,,,,,,,,
2006,CA,200233,,,,,,,,,,,,,,,,,
2006,NM,111611,,,,,,,,,,,,,,,,,
2006,NM,70511,,,,,,,,,,,,,,,,,
2006,TX,1482245,,,,,,,,,,,,,,,,,
2006,TX,357695,,,,,,,,,,,,,,,,,
2006,TX,816837,,,,,,,,,,,,,,,,,
2006,TX,3104972,,,,,,,,,,,,,,,,,
2006,TX,109413,,,,,,,,,,,,,,,,,
2006,TX,1388996,,,,,,,,,,,,,,,,,
2006,TX,1650396,,,,,,,,,,,,,,,,,
2006,TX,159523,,,,,,,,,,,,,,,,,
2006,TX,316995,,,,,,,,,,,,,,,,,
2006,TX,193083,,,,,,,,,,,,,,,,,
2006,TX,265762,,,,,,,,,,,,,,,,,
2006,CA,40,,,,,,,,,,,,,,,,,
2006,AK,11403,,,,,,,,,,,,,,,,,
2006,AK,3239,,,,,,,,,,,,,,,,,
2006,AK,1117,,,,,,,,,,,,,,,,,
2006,AK,37223,,,,,,,,,,,,,,,,,
2006,ID,17151,,,,,,,,,,,,,,,,,
2006,ID,16696,,,,,,,,,,,,,,,,,
2006,ME,541,,,,,,,,,,,,,,,,,
2006,ME,16167,,,,,,,,,,,,,,,,,
2006,ME,217347,,,,,,,,,,,,,,,,,
2006,ME,30635,,,,,,,,,,,,,,,,,
2006,ME,35928,,,,,,,,,,,,,,,,,
2006,ME,41376,,,,,,,,,,,,,,,,,
2006,ME,60012,,,,,,,,,,,,,,,,,
2006,ME,25023,,,,,,,,,,,,,,,,,
2006,ME,8954,,,,,,,,,,,,,,,,,
2006,ME,99178,,,,,,,,,,,,,,,,,
2006,ME,58736,,,,,,,,,,,,,,,,,
2006,ME,12911,,,,,,,,,,,,,,,,,
2006,MI,897976,,,,,,,,,,,,,,,,,
2006,MI,404804,,,,,,,,,,,,,,,,,
2006,MI,140807,,,,,,,,,,,,,,,,,
2006,MN,34489,,,,,,,,,,,,,,,,,
2006,MN,55040,,,,,,,,,,,,,,,,,
2006,MN,104131,,,,,,,,,,,,,,,,,
2006,MN,11332,,,,,,,,,,,,,,,,,
2006,MN,1386,,,,,,,,,,,,,,,,,
2006,MN,873,,,,,,,,,,,,,,,,,
2006,MN,6363,,,,,,,,,,,,,,,,,
2006,MN,28510,,,,,,,,,,,,,,,,,
2006,MT,3170,,,,,,,,,,,,,,,,,
2006,MT,808,,,,,,,,,,,,,,,,,
2006,MT,493,,,,,,,,,,,,,,,,,
2006,MT,18068,,,,,,,,,,,,,,,,,
2006,MT,7306,,,,,,,,,,,,,,,,,
2006,MT,26786,,,,,,,,,,,,,,,,,
2006,MT,866,,,,,,,,,,,,,,,,,
2006,MT,70412,,,,,,,,,,,,,,,,,
2006,MT,775,,,,,,,,,,,,,,,,,
2006,MT,196,,,,,,,,,,,,,,,,,
2006,MT,314,,,,,,,,,,,,,,,,,
2006,MT,3340,,,,,,,,,,,,,,,,,
2006,MT,420,,,,,,,,,,,,,,,,,
2006,NY,133418,,,,,,,,,,,,,,,,,
2006,NY,1262015,,,,,,,,,,,,,,,,,
2006,NY,278163,,,,,,,,,,,,,,,,,
2006,NY,181900,,,,,,,,,,,,,,,,,
2006,NY,49957,,,,,,,,,,,,,,,,,
2006,NY,29207,,,,,,,,,,,,,,,,,
2006,ND,312,,,,,,,,,,,,,,,,,
2006,ND,1578,,,,,,,,,,,,,,,,,
2006,ND,1659,,,,,,,,,,,,,,,,,
2006,ND,6683,,,,,,,,,,,,,,,,,
2006,ND,1809,,,,,,,,,,,,,,,,,
2006,ND,1081,,,,,,,,,,,,,,,,,
2006,ND,2958,,,,,,,,,,,,,,,,,
2006,ND,2494,,,,,,,,,,,,,,,,,
2006,ND,6368,,,,,,,,,,,,,,,,,
2006,ND,4916,,,,,,,,,,,,,,,,,
2006,ND,2761,,,,,,,,,,,,,,,,,
2006,ND,71373,,,,,,,,,,,,,,,,,
2006,ND,19024,,,,,,,,,,,,,,,,,
2006,ND,876,,,,,,,,,,,,,,,,,
2006,ND,2265,,,,,,,,,,,,,,,,,
2006,ND,4261,,,,,,,,,,,,,,,,,
2006,ND,4589,,,,,,,,,,,,,,,,,
2006,ND,1747,,,,,,,,,,,,,,,,,
2006,VT,10609,,,,,,,,,,,,,,,,,
2006,VT,98349,,,,,,,,,,,,,,,,,
2006,VT,78839,,,,,,,,,,,,,,,,,
2006,VT,12843,,,,,,,,,,,,,,,,,
2006,VT,15014,,,,,,,,,,,,,,,,,
2006,WA,7613,,,,,,,,,,,,,,,,,
2006,WA,489234,,,,,,,,,,,,,,,,,
2006,WA,11807,,,,,,,,,,,,,,,,,
2006,WA,9472,,,,,,,,,,,,,,,,,
2006,WA,1572,,,,,,,,,,,,,,,,,
2006,WA,1263,,,,,,,,,,,,,,,,,
2006,WA,5596,,,,,,,,,,,,,,,,,
2006,WA,8143,,,,,,,,,,,,,,,,,
2006,WA,86772,,,,,,,,,,,,,,,,,
2006,WA,4571,,,,,,,,,,,,,,,,,
2006,WA,1222,,,,,,,,,,,,,,,,,
2006,WA,29562,,,,,,,,,,,,,,,,,
2006,WA,186628,,,,,,,,,,,,,,,,,
2006,WA,10408,,,,,,,,,,,,,,,,,
2006,WA,139691,,,,,,,,,,,,,,,,,
2006,AZ,475107,,,,,,,,,,,,,,,,,
2006,AZ,117920,,,,,,,,,,,,,,,,,
2006,AZ,81544,,,,,,,,,,,,,,,,,
2006,AZ,1417487,,,,,,,,,,,,,,,,,
2006,AZ,698166,,,,,,,,,,,,,,,,,
2006,AZ,7769,,,,,,,,,,,,,,,,,
2006,CA,217900,,,,,,,,,,,,,,,,,
2006,CA,1293362,,,,,,,,,,,,,,,,,
2006,CA,631173,,,,,,,,,,,,,,,,,
2006,CA,1087034,,,,,,,,,,,,,,,,,
2006,CA,3237370,,,,,,,,,,,,,,,,,
2006,CA,206294,,,,,,,,,,,,,,,,,
2006,NM,114361,,,,,,,,,,,,,,,,,
2006,NM,58944,,,,,,,,,,,,,,,,,
2006,TX,1401293,,,,,,,,,,,,,,,,,
2006,TX,347401,,,,,,,,,,,,,,,,,
2006,TX,772874,,,,,,,,,,,,,,,,,
2006,TX,2997177,,,,,,,,,,,,,,,,,
2006,TX,107129,,,,,,,,,,,,,,,,,
2006,TX,1143383,,,,,,,,,,,,,,,,,
2006,TX,1521092,,,,,,,,,,,,,,,,,
2006,TX,153168,,,,,,,,,,,,,,,,,
2006,TX,270496,,,,,,,,,,,,,,,,,
2006,TX,182438,,,,,,,,,,,,,,,,,
2006,TX,236036,,,,,,,,,,,,,,,,,
2006,CA,12,,,,,,,,,,,,,,,,,
2006,AK,25650,,,,,,,,,,,,,,,,,
2006,AK,6790,,,,,,,,,,,,,,,,,
2006,AK,1338,,,,,,,,,,,,,,,,,
2006,AK,62011,,,,,,,,,,,,,,,,,
2006,ID,24227,,,,,,,,,,,,,,,,,
2006,ID,17491,,,,,,,,,,,,,,,,,
2006,ME,3982,,,,,,,,,,,,,,,,,
2006,ME,15836,,,,,,,,,,,,,,,,,
2006,ME,222700,,,,,,,,,,,,,,,,,
2006,ME,34591,,,,,,,,,,,,,,,,,
2006,ME,32881,,,,,,,,,,,,,,,,,
2006,ME,40124,,,,,,,,,,,,,,,,,
2006,ME,64173,,,,,,,,,,,,,,,,,
2006,ME,35037,,,,,,,,,,,,,,,,,
2006,ME,9217,,,,,,,,,,,,,,,,,
2006,ME,98032,,,,,,,,,,,,,,,,,
2006,ME,56901,,,,,,,,,,,,,,,,,
2006,ME,13716,,,,,,,,,,,,,,,,,
2006,MI,900629,,,,,,,,,,,,,,,,,
2006,MI,387135,,,,,,,,,,,,,,,,,
2006,MI,148583,,,,,,,,,,,,,,,,,
2006,MN,39799,,,,,,,,,,,,,,,,,
2006,MN,70800,,,,,,,,,,,,,,,,,
2006,MN,153932,,,,,,,,,,,,,,,,,
2006,MN,15269,,,,,,,,,,,,,,,,,
2006,MN,1030,,,,,,,,,,,,,,,,,
2006,MN,1057,,,,,,,,,,,,,,,,,
2006,MN,9398,,,,,,,,,,,,,,,,,
2006,MN,34724,,,,,,,,,,,,,,,,,
2006,MT,4904,,,,,,,,,,,,,,,,,
2006,MT,1499,,,,,,,,,,,,,,,,,
2006,MT,711,,,,,,,,,,,,,,,,,
2006,MT,36405,,,,,,,,,,,,,,,,,
2006,MT,10693,,,,,,,,,,,,,,,,,
2006,MT,32453,,,,,,,,,,,,,,,,,
2006,MT,1120,,,,,,,,,,,,,,,,,
2006,MT,76540,,,,,,,,,,,,,,,,,
2006,MT,979,,,,,,,,,,,,,,,,,
2006,MT,277,,,,,,,,,,,,,,,,,
2006,MT,150,,,,,,,,,,,,,,,,,
2006,MT,3625,,,,,,,,,,,,,,,,,
2006,MT,489,,,,,,,,,,,,,,,,,
2006,NY,152765,,,,,,,,,,,,,,,,,
2006,NY,1266819,,,,,,,,,,,,,,,,,
2006,NY,319411,,,,,,,,,,,,,,,,,
2006,NY,170815,,,,,,,,,,,,,,,,,
2006,NY,54202,,,,,,,,,,,,,,,,,
2006,NY,40582,,,,,,,,,,,,,,,,,
2006,ND,531,,,,,,,,,,,,,,,,,
2006,ND,1718,,,,,,,,,,,,,,,,,
2006,ND,2303,,,,,,,,,,,,,,,,,
2006,ND,18010,,,,,,,,,,,,,,,,,
2006,ND,2390,,,,,,,,,,,,,,,,,
2006,ND,1014,,,,,,,,,,,,,,,,,
2006,ND,3599,,,,,,,,,,,,,,,,,
2006,ND,2806,,,,,,,,,,,,,,,,,
2006,ND,7885,,,,,,,,,,,,,,,,,
2006,ND,4809,,,,,,,,,,,,,,,,,
2006,ND,2532,,,,,,,,,,,,,,,,,
2006,ND,85190,,,,,,,,,,,,,,,,,
2006,ND,20202,,,,,,,,,,,,,,,,,
2006,ND,1146,,,,,,,,,,,,,,,,,
2006,ND,2193,,,,,,,,,,,,,,,,,
2006,ND,4805,,,,,,,,,,,,,,,,,
2006,ND,4229,,,,,,,,,,,,,,,,,
2006,ND,2205,,,,,,,,,,,,,,,,,
2006,VT,14940,,,,,,,,,,,,,,,,,
2006,VT,135486,,,,,,,,,,,,,,,,,
2006,VT,95083,,,,,,,,,,,,,,,,,
2006,VT,16846,,,,,,,,,,,,,,,,,
2006,VT,19100,,,,,,,,,,,,,,,,,
2006,WA,8133,,,,,,,,,,,,,,,,,
2006,WA,478137,,,,,,,,,,,,,,,,,
2006,WA,10509,,,,,,,,,,,,,,,,,
2006,WA,9497,,,,,,,,,,,,,,,,,
2006,WA,1660,,,,,,,,,,,,,,,,,
2006,WA,1428,,,,,,,,,,,,,,,,,
2006,WA,7164,,,,,,,,,,,,,,,,,
2006,WA,9017,,,,,,,,,,,,,,,,,
2006,WA,97468,,,,,,,,,,,,,,,,,
2006,WA,4304,,,,,,,,,,,,,,,,,
2006,WA,2277,,,,,,,,,,,,,,,,,
2006,WA,5399,,,,,,,,,,,,,,,,,
2006,WA,179269,,,,,,,,,,,,,,,,,
2006,WA,12307,,,,,,,,,,,,,,,,,
2006,WA,134148,,,,,,,,,,,,,,,,,
2006,AZ,444557,,,,,,,,,,,,,,,,,
2006,AZ,129487,,,,,,,,,,,,,,,,,
2006,AZ,77660,,,,,,,,,,,,,,,,,
2006,AZ,1330347,,,,,,,,,,,,,,,,,
2006,AZ,589805,,,,,,,,,,,,,,,,,
2006,AZ,6763,,,,,,,,,,,,,,,,,
2006,CA,186932,,,,,,,,,,,,,,,,,
2006,CA,1396321,,,,,,,,,,,,,,,,,
2006,CA,422452,,,,,,,,,,,,,,,,,
2006,CA,1120315,,,,,,,,,,,,,,,,,
2006,CA,3223227,,,,,,,,,,,,,,,,,
2006,CA,196621,,,,,,,,,,,,,,,,,
2006,NM,108115,,,,,,,,,,,,,,,,,
2006,NM,48841,,,,,,,,,,,,,,,,,
2006,TX,1416352,,,,,,,,,,,,,,,,,
2006,TX,340889,,,,,,,,,,,,,,,,,
2006,TX,705309,,,,,,,,,,,,,,,,,
2006,TX,3007798,,,,,,,,,,,,,,,,,
2006,TX,97497,,,,,,,,,,,,,,,,,
2006,TX,1181010,,,,,,,,,,,,,,,,,
2006,TX,1494260,,,,,,,,,,,,,,,,,
2006,TX,17155,,,,,,,,,,,,,,,,,
2006,TX,281509,,,,,,,,,,,,,,,,,
2006,TX,177987,,,,,,,,,,,,,,,,,
2006,TX,214388,,,,,,,,,,,,,,,,,
2006,CA,36,,,,,,,,,,,,,,,,,
2006,AK,24116,,,,,,,,,,,,,,,,,
2006,AK,7411,,,,,,,,,,,,,,,,,
2006,AK,2955,,,,,,,,,,,,,,,,,
2006,AK,70235,,,,,,,,,,,,,,,,,
2006,ID,34725,,,,,,,,,,,,,,,,,
2006,ID,20970,,,,,,,,,,,,,,,,,
2006,ME,8328,,,,,,,,,,,,,,,,,
2006,ME,23202,,,,,,,,,,,,,,,,,
2006,ME,239230,,,,,,,,,,,,,,,,,
2006,ME,38996,,,,,,,,,,,,,,,,,
2006,ME,36600,,,,,,,,,,,,,,,,,
2006,ME,37692,,,,,,,,,,,,,,,,,
2006,ME,82624,,,,,,,,,,,,,,,,,
2006,ME,79073,,,,,,,,,,,,,,,,,
2006,ME,10311,,,,,,,,,,,,,,,,,
2006,ME,96858,,,,,,,,,,,,,,,,,
2006,ME,58509,,,,,,,,,,,,,,,,,
2006,ME,17183,,,,,,,,,,,,,,,,,
