year,state,people,,Sum of people,Column Labels,,,,,,,,,,,,,,
1995,AK,1880,,Row Labels,AK,AZ,CA,ID,ME,MI,MN,MT,ND,NM,NY,TX,VT,WA,Grand Total
2000,WA,612573,,,,,,,,,,,,,,,,,
2000,WA,4981,,,,,,,,,,,,,,,,,
2000,WA,8828,,,,,,,,,,,,,,,,,
2000,WA,1309,,,,,,,,,,,,,,,,,
2000,WA,5916,,,,,,,,,,,,,,,,,
2000,WA,5772,,,,,,,,,,,,,,,,,
2000,WA,97680,,,,,,,,,,,,,,,,,
2000,WA,3197,,,,,,,,,,,,,,,,,
2000,WA,644,,,,,,,,,,,,,,,,,
2000,WA,31969,,,,,,,,,,,,,,,,,
2000,WA,111897,,,,,,,,,,,,,,,,,
2000,WA,145549,,,,,,,,,,,,,,,,,
2000,AZ,601101,,,,,,,,,,,,,,,,,
2000,AZ,99475,,,,,,,,,,,,,,,,,
2000,AZ,89768,,,,,,,,,,,,,,,,,
2000,AZ,1419343,,,,,,,,,,,,,,,,,
2000,AZ,6192,,,,,,,,,,,,,,,,,
2000,AZ,1010174,,,,,,,,,,,,,,,,,
2000,CA,358923,,,,,,,,,,,,,,,,,
2000,CA,2432083,,,,,,,,,,,,,,,,,
2000,CA,810249,,,,,,,,,,,,,,,,,
2000,CA,846667,,,,,,,,,,,,,,,,,
2000,CA,3664355,,,,,,,,,,,,,,,,,
2000,CA,268208,,,,,,,,,,,,,,,,,
2000,NM,127682,,,,,,,,,,,,,,,,,
2000,NM,28365,,,,,,,,,,,,,,,,,
2000,TX,2040203,,,,,,,,,,,,,,,,,
2000,TX,530183,,,,,,,,,,,,,,,,,
2000,TX,891040,,,,,,,,,,,,,,,,,
2000,TX,197726,,,,,,,,,,,,,,,,,
2000,TX,2272622,,,,,,,,,,,,,,,,,
2000,TX,182617,,,,,,,,,,,,,,,,,
2000,TX,434145,,,,,,,,,,,,,,,,,
2000,TX,218751,,,,,,,,,,,,,,,,,
2000,TX,488311,,,,,,,,,,,,,,,,,
2000,CA,34,,,,,,,,,,,,,,,,,
2001,AK,2071,,,,,,,,,,,,,,,,,
2001,AK,1465,,,,,,,,,,,,,,,,,
2001,AK,1402,,,,,,,,,,,,,,,,,
2001,ID,11168,,,,,,,,,,,,,,,,,
2001,ID,16962,,,,,,,,,,,,,,,,,
2001,ME,13487,,,,,,,,,,,,,,,,,
2001,ME,206227,,,,,,,,,,,,,,,,,
2001,ME,33773,,,,,,,,,,,,,,,,,
2001,ME,54228,,,,,,,,,,,,,,,,,
2001,ME,49344,,,,,,,,,,,,,,,,,
2001,ME,31173,,,,,,,,,,,,,,,,,
2001,ME,7876,,,,,,,,,,,,,,,,,
2001,ME,99185,,,,,,,,,,,,,,,,,
2001,ME,41541,,,,,,,,,,,,,,,,,
2001,ME,9420,,,,,,,,,,,,,,,,,
2001,MI,1901349,,,,,,,,,,,,,,,,,
2001,MI,345808,,,,,,,,,,,,,,,,,
2001,MI,168533,,,,,,,,,,,,,,,,,
2001,MN,36724,,,,,,,,,,,,,,,,,
2001,MN,19181,,,,,,,,,,,,,,,,,
2001,MN,75383,,,,,,,,,,,,,,,,,
2001,MN,7529,,,,,,,,,,,,,,,,,
2001,MN,1000,,,,,,,,,,,,,,,,,
2001,MN,7237,,,,,,,,,,,,,,,,,
2001,MN,26446,,,,,,,,,,,,,,,,,
2001,MT,3101,,,,,,,,,,,,,,,,,
2001,MT,781,,,,,,,,,,,,,,,,,
2001,MT,708,,,,,,,,,,,,,,,,,
2001,MT,8810,,,,,,,,,,,,,,,,,
2001,MT,3794,,,,,,,,,,,,,,,,,
2001,MT,9432,,,,,,,,,,,,,,,,,
2001,MT,923,,,,,,,,,,,,,,,,,
2001,MT,30778,,,,,,,,,,,,,,,,,
2001,MT,1271,,,,,,,,,,,,,,,,,
2001,MT,676,,,,,,,,,,,,,,,,,
2001,MT,163,,,,,,,,,,,,,,,,,
2001,NY,73382,,,,,,,,,,,,,,,,,
2001,NY,1061036,,,,,,,,,,,,,,,,,
2001,NY,153949,,,,,,,,,,,,,,,,,
2001,NY,222812,,,,,,,,,,,,,,,,,
2001,NY,28239,,,,,,,,,,,,,,,,,
2001,NY,22354,,,,,,,,,,,,,,,,,
2001,ND,702,,,,,,,,,,,,,,,,,
2001,ND,1762,,,,,,,,,,,,,,,,,
2001,ND,2838,,,,,,,,,,,,,,,,,
2001,ND,9176,,,,,,,,,,,,,,,,,
2001,ND,1088,,,,,,,,,,,,,,,,,
2001,ND,1498,,,,,,,,,,,,,,,,,
2001,ND,2217,,,,,,,,,,,,,,,,,
2001,ND,2772,,,,,,,,,,,,,,,,,
2001,ND,6651,,,,,,,,,,,,,,,,,
2001,ND,3927,,,,,,,,,,,,,,,,,
2001,ND,1895,,,,,,,,,,,,,,,,,
2001,ND,42680,,,,,,,,,,,,,,,,,
2001,ND,11797,,,,,,,,,,,,,,,,,
2001,ND,1106,,,,,,,,,,,,,,,,,
2001,ND,1687,,,,,,,,,,,,,,,,,
2001,ND,7273,,,,,,,,,,,,,,,,,
2001,ND,4402,,,,,,,,,,,,,,,,,
2001,ND,1741,,,,,,,,,,,,,,,,,
2001,VT,11966,,,,,,,,,,,,,,,,,
2001,VT,113994,,,,,,,,,,,,,,,,,
2001,VT,63139,,,,,,,,,,,,,,,,,
2001,VT,10987,,,,,,,,,,,,,,,,,
2001,VT,16810,,,,,,,,,,,,,,,,,
2001,WA,648631,,,,,,,,,,,,,,,,,
2001,WA,5089,,,,,,,,,,,,,,,,,
2001,WA,9010,,,,,,,,,,,,,,,,,
2001,WA,1367,,,,,,,,,,,,,,,,,
2001,WA,6592,,,,,,,,,,,,,,,,,
2001,WA,5853,,,,,,,,,,,,,,,,,
2001,WA,93829,,,,,,,,,,,,,,,,,
2001,WA,3791,,,,,,,,,,,,,,,,,
2001,WA,606,,,,,,,,,,,,,,,,,
2001,WA,30688,,,,,,,,,,,,,,,,,
2001,WA,108303,,,,,,,,,,,,,,,,,
2001,WA,146634,,,,,,,,,,,,,,,,,
2001,AZ,552276,,,,,,,,,,,,,,,,,
2001,AZ,103129,,,,,,,,,,,,,,,,,
2001,AZ,78533,,,,,,,,,,,,,,,,,
2001,AZ,1191031,,,,,,,,,,,,,,,,,
2001,AZ,6868,,,,,,,,,,,,,,,,,
2001,AZ,973858,,,,,,,,,,,,,,,,,
2001,CA,428052,,,,,,,,,,,,,,,,,
2001,CA,2239278,,,,,,,,,,,,,,,,,
2001,CA,715722,,,,,,,,,,,,,,,,,
2001,CA,828975,,,,,,,,,,,,,,,,,
2001,CA,3959007,,,,,,,,,,,,,,,,,
2001,CA,240031,,,,,,,,,,,,,,,,,
2001,NM,124576,,,,,,,,,,,,,,,,,
2001,NM,19906,,,,,,,,,,,,,,,,,
2001,TX,1868175,,,,,,,,,,,,,,,,,
2001,TX,398231,,,,,,,,,,,,,,,,,
2001,TX,772517,,,,,,,,,,,,,,,,,
2001,TX,4705982,,,,,,,,,,,,,,,,,
2001,TX,185466,,,,,,,,,,,,,,,,,
2001,TX,1952228,,,,,,,,,,,,,,,,,
2001,TX,2054882,,,,,,,,,,,,,,,,,
2001,TX,156986,,,,,,,,,,,,,,,,,
2001,TX,446033,,,,,,,,,,,,,,,,,
2001,TX,207416,,,,,,,,,,,,,,,,,
2001,TX,443384,,,,,,,,,,,,,,,,,
2001,CA,38,,,,,,,,,,,,,,,,,
2001,AK,2141,,,,,,,,,,,,,,,,,
2001,AK,1241,,,,,,,,,,,,,,,,,
2001,AK,1429,,,,,,,,,,,,,,,,,
2001,ID,10952,,,,,,,,,,,,,,,,,
2001,ID,16344,,,,,,,,,,,,,,,,,
2001,ME,10718,,,,,,,,,,,,,,,,,
2001,ME,195521,,,,,,,,,,,,,,,,,
2001,ME,28839,,,,,,,,,,,,,,,,,
2001,ME,44959,,,,,,,,,,,,,,,,,
2001,ME,45086,,,,,,,,,,,,,,,,,
2001,ME,36215,,,,,,,,,,,,,,,,,
2001,ME,6904,,,,,,,,,,,,,,,,,
2001,ME,93648,,,,,,,,,,,,,,,,,
2001,ME,36971,,,,,,,,,,,,,,,,,
2001,ME,8491,,,,,,,,,,,,,,,,,
2001,MI,1355321,,,,,,,,,,,,,,,,,
2001,MI,311997,,,,,,,,,,,,,,,,,
2001,MI,154729,,,,,,,,,,,,,,,,,
2001,MN,32399,,,,,,,,,,,,,,,,,
2001,MN,21862,,,,,,,,,,,,,,,,,
2001,MN,59234,,,,,,,,,,,,,,,,,
2001,MN,7735,,,,,,,,,,,,,,,,,
2001,MN,908,,,,,,,,,,,,,,,,,
2001,MN,6647,,,,,,,,,,,,,,,,,
2001,MN,24463,,,,,,,,,,,,,,,,,
2001,MT,2698,,,,,,,,,,,,,,,,,
2001,MT,1023,,,,,,,,,,,,,,,,,
2001,MT,633,,,,,,,,,,,,,,,,,
2001,MT,8084,,,,,,,,,,,,,,,,,
2001,MT,4189,,,,,,,,,,,,,,,,,
2001,MT,10615,,,,,,,,,,,,,,,,,
2001,MT,997,,,,,,,,,,,,,,,,,
2001,MT,33229,,,,,,,,,,,,,,,,,
2001,MT,1457,,,,,,,,,,,,,,,,,
2001,MT,636,,,,,,,,,,,,,,,,,
2001,MT,141,,,,,,,,,,,,,,,,,
2001,NY,76541,,,,,,,,,,,,,,,,,
2001,NY,1065130,,,,,,,,,,,,,,,,,
2001,NY,131914,,,,,,,,,,,,,,,,,
2001,NY,140755,,,,,,,,,,,,,,,,,
2001,NY,33831,,,,,,,,,,,,,,,,,
2001,NY,19058,,,,,,,,,,,,,,,,,
2001,ND,554,,,,,,,,,,,,,,,,,
2001,ND,1623,,,,,,,,,,,,,,,,,
2001,ND,2814,,,,,,,,,,,,,,,,,
2001,ND,7734,,,,,,,,,,,,,,,,,
2001,ND,1233,,,,,,,,,,,,,,,,,
2001,ND,1450,,,,,,,,,,,,,,,,,
2001,ND,1946,,,,,,,,,,,,,,,,,
2001,ND,2707,,,,,,,,,,,,,,,,,
2001,ND,6014,,,,,,,,,,,,,,,,,
2001,ND,3415,,,,,,,,,,,,,,,,,
2001,ND,1727,,,,,,,,,,,,,,,,,
2001,ND,42714,,,,,,,,,,,,,,,,,
2001,ND,11374,,,,,,,,,,,,,,,,,
2001,ND,817,,,,,,,,,,,,,,,,,
2001,ND,1112,,,,,,,,,,,,,,,,,
2001,ND,5573,,,,,,,,,,,,,,,,,
2001,ND,3915,,,,,,,,,,,,,,,,,
2001,ND,1551,,,,,,,,,,,,,,,,,
2001,VT,10422,,,,,,,,,,,,,,,,,
2001,VT,94932,,,,,,,,,,,,,,,,,
2001,VT,56685,,,,,,,,,,,,,,,,,
2001,VT,9595,,,,,,,,,,,,,,,,,
2001,VT,15790,,,,,,,,,,,,,,,,,
2001,WA,564422,,,,,,,,,,,,,,,,,
2001,WA,5430,,,,,,,,,,,,,,,,,
2001,WA,8964,,,,,,,,,,,,,,,,,
2001,WA,1611,,,,,,,,,,,,,,,,,
2001,WA,8228,,,,,,,,,,,,,,,,,
2001,WA,6612,,,,,,,,,,,,,,,,,
2001,WA,87750,,,,,,,,,,,,,,,,,
2001,WA,4196,,,,,,,,,,,,,,,,,
2001,WA,721,,,,,,,,,,,,,,,,,
2001,WA,30766,,,,,,,,,,,,,,,,,
2001,WA,103052,,,,,,,,,,,,,,,,,
2001,WA,144255,,,,,,,,,,,,,,,,,
2001,AZ,401732,,,,,,,,,,,,,,,,,
2001,AZ,105425,,,,,,,,,,,,,,,,,
2001,AZ,76009,,,,,,,,,,,,,,,,,
2001,AZ,1218871,,,,,,,,,,,,,,,,,
2001,AZ,7600,,,,,,,,,,,,,,,,,
2001,AZ,886395,,,,,,,,,,,,,,,,,
2001,CA,458682,,,,,,,,,,,,,,,,,
2001,CA,2113413,,,,,,,,,,,,,,,,,
2001,CA,713481,,,,,,,,,,,,,,,,,
2001,CA,782281,,,,,,,,,,,,,,,,,
2001,CA,3562845,,,,,,,,,,,,,,,,,
2001,CA,183910,,,,,,,,,,,,,,,,,
2001,NM,115978,,,,,,,,,,,,,,,,,
2001,NM,17947,,,,,,,,,,,,,,,,,
2001,TX,1782620,,,,,,,,,,,,,,,,,
2001,TX,363051,,,,,,,,,,,,,,,,,
2001,TX,728219,,,,,,,,,,,,,,,,,
2001,TX,4865805,,,,,,,,,,,,,,,,,
2001,TX,179274,,,,,,,,,,,,,,,,,
2001,TX,1784505,,,,,,,,,,,,,,,,,
2001,TX,1853295,,,,,,,,,,,,,,,,,
2001,TX,133899,,,,,,,,,,,,,,,,,
2001,TX,472973,,,,,,,,,,,,,,,,,
2001,TX,195840,,,,,,,,,,,,,,,,,
2001,TX,410524,,,,,,,,,,,,,,,,,
2001,CA,32,,,,,,,,,,,,,,,,,
2001,AK,2964,,,,,,,,,,,,,,,,,
2001,AK,1580,,,,,,,,,,,,,,,,,
2001,AK,3032,,,,,,,,,,,,,,,,,
2001,ID,16765,,,,,,,,,,,,,,,,,
2001,ID,19256,,,,,,,,,,,,,,,,,
2001,ME,12832,,,,,,,,,,,,,,,,,
2001,ME,230612,,,,,,,,,,,,,,,,,
2001,ME,29761,,,,,,,,,,,,,,,,,
2001,ME,40106,,,,,,,,,,,,,,,,,
2001,ME,49349,,,,,,,,,,,,,,,,,
2001,ME,31884,,,,,,,,,,,,,,,,,
2001,ME,9795,,,,,,,,,,,,,,,,,
2001,ME,100400,,,,,,,,,,,,,,,,,
2001,ME,43786,,,,,,,,,,,,,,,,,
2001,ME,9553,,,,,,,,,,,,,,,,,
2001,MI,1574417,,,,,,,,,,,,,,,,,
2001,MI,372594,,,,,,,,,,,,,,,,,
2001,MI,175806,,,,,,,,,,,,,,,,,
2001,MN,37285,,,,,,,,,,,,,,,,,
2001,MN,29232,,,,,,,,,,,,,,,,,
2001,MN,103364,,,,,,,,,,,,,,,,,
2001,MN,6079,,,,,,,,,,,,,,,,,
2001,MN,1295,,,,,,,,,,,,,,,,,
2001,MN,8440,,,,,,,,,,,,,,,,,
2001,MN,26440,,,,,,,,,,,,,,,,,
2001,MT,3265,,,,,,,,,,,,,,,,,
2001,MT,976,,,,,,,,,,,,,,,,,
2001,MT,619,,,,,,,,,,,,,,,,,
2001,MT,10959,,,,,,,,,,,,,,,,,
2001,MT,3922,,,,,,,,,,,,,,,,,
2001,MT,13812,,,,,,,,,,,,,,,,,
2001,MT,987,,,,,,,,,,,,,,,,,
2001,MT,33110,,,,,,,,,,,,,,,,,
2001,MT,831,,,,,,,,,,,,,,,,,
2001,MT,905,,,,,,,,,,,,,,,,,
2001,MT,122,,,,,,,,,,,,,,,,,
2001,NY,115330,,,,,,,,,,,,,,,,,
2001,NY,1327099,,,,,,,,,,,,,,,,,
2001,NY,164681,,,,,,,,,,,,,,,,,
2001,NY,173952,,,,,,,,,,,,,,,,,
2001,NY,38897,,,,,,,,,,,,,,,,,
2001,NY,22324,,,,,,,,,,,,,,,,,
2001,ND,502,,,,,,,,,,,,,,,,,
2001,ND,2542,,,,,,,,,,,,,,,,,
2001,ND,2726,,,,,,,,,,,,,,,,,
2001,ND,10363,,,,,,,,,,,,,,,,,
2001,ND,1623,,,,,,,,,,,,,,,,,
2001,ND,1677,,,,,,,,,,,,,,,,,
2001,ND,2332,,,,,,,,,,,,,,,,,
2001,ND,2579,,,,,,,,,,,,,,,,,
2001,ND,7044,,,,,,,,,,,,,,,,,
2001,ND,4109,,,,,,,,,,,,,,,,,
2001,ND,2360,,,,,,,,,,,,,,,,,
2001,ND,48136,,,,,,,,,,,,,,,,,
2001,ND,15096,,,,,,,,,,,,,,,,,
2001,ND,1330,,,,,,,,,,,,,,,,,
2001,ND,1641,,,,,,,,,,,,,,,,,
2001,ND,6153,,,,,,,,,,,,,,,,,
2001,ND,4707,,,,,,,,,,,,,,,,,
2001,ND,2061,,,,,,,,,,,,,,,,,
2001,VT,12522,,,,,,,,,,,,,,,,,
2001,VT,118567,,,,,,,,,,,,,,,,,
2001,VT,80201,,,,,,,,,,,,,,,,,
2001,VT,11816,,,,,,,,,,,,,,,,,
2001,VT,18674,,,,,,,,,,,,,,,,,
2001,WA,978627,,,,,,,,,,,,,,,,,
2001,WA,7017,,,,,,,,,,,,,,,,,
2001,WA,10249,,,,,,,,,,,,,,,,,
2001,WA,2176,,,,,,,,,,,,,,,,,
2001,WA,7780,,,,,,,,,,,,,,,,,
2001,WA,8225,,,,,,,,,,,,,,,,,
2001,WA,106781,,,,,,,,,,,,,,,,,
2001,WA,4882,,,,,,,,,,,,,,,,,
2001,WA,1044,,,,,,,,,,,,,,,,,
2001,WA,40048,,,,,,,,,,,,,,,,,
2001,WA,125422,,,,,,,,,,,,,,,,,
2001,WA,163019,,,,,,,,,,,,,,,,,
2001,AZ,457716,,,,,,,,,,,,,,,,,
2001,AZ,153378,,,,,,,,,,,,,,,,,
2001,AZ,78858,,,,,,,,,,,,,,,,,
2001,AZ,1376216,,,,,,,,,,,,,,,,,
2001,AZ,8627,,,,,,,,,,,,,,,,,
2001,AZ,766809,,,,,,,,,,,,,,,,,
2001,CA,465270,,,,,,,,,,,,,,,,,
2001,CA,2677276,,,,,,,,,,,,,,,,,
2001,CA,788120,,,,,,,,,,,,,,,,,
2001,CA,825120,,,,,,,,,,,,,,,,,
2001,CA,4085783,,,,,,,,,,,,,,,,,
2001,CA,210948,,,,,,,,,,,,,,,,,
2001,NM,61900,,,,,,,,,,,,,,,,,
2001,NM,20849,,,,,,,,,,,,,,,,,
2001,TX,2012711,,,,,,,,,,,,,,,,,
2001,TX,419237,,,,,,,,,,,,,,,,,
2001,TX,822228,,,,,,,,,,,,,,,,,
2001,TX,5130162,,,,,,,,,,,,,,,,,
2001,TX,203459,,,,,,,,,,,,,,,,,
2001,TX,2015600,,,,,,,,,,,,,,,,,
2001,TX,2218859,,,,,,,,,,,,,,,,,
2001,TX,170492,,,,,,,,,,,,,,,,,
2001,TX,559211,,,,,,,,,,,,,,,,,
2001,TX,221473,,,,,,,,,,,,,,,,,
2001,TX,465888,,,,,,,,,,,,,,,,,
2001,CA,42,,,,,,,,,,,,,,,,,
2001,AK,5210,,,,,,,,,,,,,,,,,
2001,AK,2721,,,,,,,,,,,,,,,,,
2001,AK,4803,,,,,,,,,,,,,,,,,
2001,ID,14545,,,,,,,,,,,,,,,,,
2001,ID,23575,,,,,,,,,,,,,,,,,
2001,ME,12758,,,,,,,,,,,,,,,,,
2001,ME,236397,,,,,,,,,,,,,,,,,
2001,ME,31118,,,,,,,,,,,,,,,,,
2001,ME,47056,,,,,,,,,,,,,,,,,
2001,ME,53144,,,,,,,,,,,,,,,,,
2001,ME,31511,,,,,,,,,,,,,,,,,
2001,ME,9370,,,,,,,,,,,,,,,,,
2001,ME,100323,,,,,,,,,,,,,,,,,
2001,ME,43984,,,,,,,,,,,,,,,,,
2001,ME,9700,,,,,,,,,,,,,,,,,
2001,MI,1453796,,,,,,,,,,,,,,,,,
2001,MI,390232,,,,,,,,,,,,,,,,,
2001,MI,162396,,,,,,,,,,,,,,,,,
2001,MN,26470,,,,,,,,,,,,,,,,,
2001,MN,22977,,,,,,,,,,,,,,,,,
2001,MN,88134,,,,,,,,,,,,,,,,,
2001,MN,7262,,,,,,,,,,,,,,,,,
2001,MN,1506,,,,,,,,,,,,,,,,,
2001,MN,6583,,,,,,,,,,,,,,,,,
2001,MN,26930,,,,,,,,,,,,,,,,,
2001,MT,2946,,,,,,,,,,,,,,,,,
2001,MT,759,,,,,,,,,,,,,,,,,
2001,MT,847,,,,,,,,,,,,,,,,,
2001,MT,10970,,,,,,,,,,,,,,,,,
2001,MT,4461,,,,,,,,,,,,,,,,,
2001,MT,13230,,,,,,,,,,,,,,,,,
2001,MT,855,,,,,,,,,,,,,,,,,
2001,MT,34139,,,,,,,,,,,,,,,,,
2001,MT,446,,,,,,,,,,,,,,,,,
2001,MT,897,,,,,,,,,,,,,,,,,
2001,MT,146,,,,,,,,,,,,,,,,,
2001,NY,127804,,,,,,,,,,,,,,,,,
2001,NY,1475181,,,,,,,,,,,,,,,,,
2001,NY,197888,,,,,,,,,,,,,,,,,
2001,NY,187952,,,,,,,,,,,,,,,,,
2001,NY,37715,,,,,,,,,,,,,,,,,
2001,NY,25397,,,,,,,,,,,,,,,,,
2001,ND,504,,,,,,,,,,,,,,,,,
2001,ND,2081,,,,,,,,,,,,,,,,,
2001,ND,2336,,,,,,,,,,,,,,,,,
2001,ND,8829,,,,,,,,,,,,,,,,,
2001,ND,1460,,,,,,,,,,,,,,,,,
2001,ND,1982,,,,,,,,,,,,,,,,,
2001,ND,1908,,,,,,,,,,,,,,,,,
2001,ND,3157,,,,,,,,,,,,,,,,,
2001,ND,6932,,,,,,,,,,,,,,,,,
2001,ND,4543,,,,,,,,,,,,,,,,,
2001,ND,2278,,,,,,,,,,,,,,,,,
2001,ND,37023,,,,,,,,,,,,,,,,,
2001,ND,14276,,,,,,,,,,,,,,,,,
2001,ND,1268,,,,,,,,,,,,,,,,,
2001,ND,1553,,,,,,,,,,,,,,,,,
2001,ND,5135,,,,,,,,,,,,,,,,,
2001,ND,3382,,,,,,,,,,,,,,,,,
2001,ND,1773,,,,,,,,,,,,,,,,,
2001,VT,11767,,,,,,,,,,,,,,,,,
2001,VT,111488,,,,,,,,,,,,,,,,,
2001,VT,76531,,,,,,,,,,,,,,,,,
2001,VT,13095,,,,,,,,,,,,,,,,,
2001,VT,19262,,,,,,,,,,,,,,,,,
2001,WA,593638,,,,,,,,,,,,,,,,,
2001,WA,7229,,,,,,,,,,,,,,,,,
2001,WA,10217,,,,,,,,,,,,,,,,,
2001,WA,2129,,,,,,,,,,,,,,,,,
2001,WA,6948,,,,,,,,,,,,,,,,,
2001,WA,8128,,,,,,,,,,,,,,,,,
2001,WA,114129,,,,,,,,,,,,,,,,,
2001,WA,5155,,,,,,,,,,,,,,,,,
2001,WA,903,,,,,,,,,,,,,,,,,
2001,WA,42465,,,,,,,,,,,,,,,,,
2001,WA,129746,,,,,,,,,,,,,,,,,
2001,WA,172735,,,,,,,,,,,,,,,,,
2001,AZ,441323,,,,,,,,,,,,,,,,,
2001,AZ,147562,,,,,,,,,,,,,,,,,
2001,AZ,78733,,,,,,,,,,,,,,,,,
2001,AZ,1253983,,,,,,,,,,,,,,,,,
2001,AZ,9148,,,,,,,,,,,,,,,,,
2001,AZ,734288,,,,,,,,,,,,,,,,,
2001,CA,269437,,,,,,,,,,,,,,,,,
2001,CA,2339734,,,,,,,,,,,,,,,,,
2001,CA,815799,,,,,,,,,,,,,,,,,
2001,CA,848553,,,,,,,,,,,,,,,,,
2001,CA,4059785,,,,,,,,,,,,,,,,,
2001,CA,212697,,,,,,,,,,,,,,,,,
2001,NM,81372,,,,,,,,,,,,,,,,,
2001,NM,21204,,,,,,,,,,,,,,,,,
2001,TX,1611115,,,,,,,,,,,,,,,,,
2001,TX,415781,,,,,,,,,,,,,,,,,
2001,TX,839725,,,,,,,,,,,,,,,,,
2001,TX,4901283,,,,,,,,,,,,,,,,,
2001,TX,133519,,,,,,,,,,,,,,,,,
2001,TX,1898299,,,,,,,,,,,,,,,,,
2001,TX,2324742,,,,,,,,,,,,,,,,,
2001,TX,162302,,,,,,,,,,,,,,,,,
2001,TX,345919,,,,,,,,,,,,,,,,,
2001,TX,207755,,,,,,,,,,,,,,,,,
2001,TX,323795,,,,,,,,,,,,,,,,,
2001,CA,32,,,,,,,,,,,,,,,,,
2001,AK,12341,,,,,,,,,,,,,,,,,
2001,AK,3280,,,,,,,,,,,,,,,,,
2001,AK,29429,,,,,,,,,,,,,,,,,
2001,ID,17456,,,,,,,,,,,,,,,,,
2001,ID,24510,,,,,,,,,,,,,,,,,
2001,ME,11516,,,,,,,,,,,,,,,,,
2001,ME,217933,,,,,,,,,,,,,,,,,
2001,ME,29619,,,,,,,,,,,,,,,,,
2001,ME,42009,,,,,,,,,,,,,,,,,
2001,ME,51396,,,,,,,,,,,,,,,,,
2001,ME,31046,,,,,,,,,,,,,,,,,
2001,ME,7833,,,,,,,,,,,,,,,,,
2001,ME,96899,,,,,,,,,,,,,,,,,
2001,ME,10199,,,,,,,,,,,,,,,,,
2001,ME,61250,,,,,,,,,,,,,,,,,
2001,ME,12358,,,,,,,,,,,,,,,,,
2001,MI,1397844,,,,,,,,,,,,,,,,,
2001,MI,453519,,,,,,,,,,,,,,,,,
2001,MI,187014,,,,,,,,,,,,,,,,,
2001,MN,30983,,,,,,,,,,,,,,,,,
2001,MN,38626,,,,,,,,,,,,,,,,,
2001,MN,112297,,,,,,,,,,,,,,,,,
2001,MN,9019,,,,,,,,,,,,,,,,,
2001,MN,1541,,,,,,,,,,,,,,,,,
2001,MN,7452,,,,,,,,,,,,,,,,,
2001,MN,31262,,,,,,,,,,,,,,,,,
2001,MT,3556,,,,,,,,,,,,,,,,,
2001,MT,818,,,,,,,,,,,,,,,,,
2001,MT,609,,,,,,,,,,,,,,,,,
2001,MT,21633,,,,,,,,,,,,,,,,,
2001,MT,6825,,,,,,,,,,,,,,,,,
2001,MT,15178,,,,,,,,,,,,,,,,,
2001,MT,1602,,,,,,,,,,,,,,,,,
2001,MT,36121,,,,,,,,,,,,,,,,,
2001,MT,605,,,,,,,,,,,,,,,,,
2001,MT,1022,,,,,,,,,,,,,,,,,
2001,MT,133,,,,,,,,,,,,,,,,,
2001,NY,171114,,,,,,,,,,,,,,,,,
2001,NY,1570185,,,,,,,,,,,,,,,,,
2001,NY,272973,,,,,,,,,,,,,,,,,
2001,NY,215453,,,,,,,,,,,,,,,,,
2001,NY,44910,,,,,,,,,,,,,,,,,
2001,NY,34063,,,,,,,,,,,,,,,,,
2001,ND,649,,,,,,,,,,,,,,,,,
2001,ND,2229,,,,,,,,,,,,,,,,,
2001,ND,2383,,,,,,,,,,,,,,,,,
2001,ND,16622,,,,,,,,,,,,,,,,,
2001,ND,1645,,,,,,,,,,,,,,,,,
2001,ND,1669,,,,,,,,,,,,,,,,,
2001,ND,2255,,,,,,,,,,,,,,,,,
2001,ND,3474,,,,,,,,,,,,,,,,,
2001,ND,6947,,,,,,,,,,,,,,,,,
2001,ND,5058,,,,,,,,,,,,,,,,,
2001,ND,2367,,,,,,,,,,,,,,,,,
2001,ND,53741,,,,,,,,,,,,,,,,,
2001,ND,21146,,,,,,,,,,,,,,,,,
2001,ND,1616,,,,,,,,,,,,,,,,,
2001,ND,1899,,,,,,,,,,,,,,,,,
2001,ND,5804,,,,,,,,,,,,,,,,,
2001,ND,4307,,,,,,,,,,,,,,,,,
2001,ND,1901,,,,,,,,,,,,,,,,,
2001,VT,15638,,,,,,,,,,,,,,,,,
2001,VT,117761,,,,,,,,,,,,,,,,,
2001,VT,91787,,,,,,,,,,,,,,,,,
2001,VT,15070,,,,,,,,,,,,,,,,,
2001,VT,23077,,,,,,,,,,,,,,,,,
2001,WA,631991,,,,,,,,,,,,,,,,,
2001,WA,9107,,,,,,,,,,,,,,,,,
2001,WA,16162,,,,,,,,,,,,,,,,,
2001,WA,2641,,,,,,,,,,,,,,,,,
2001,WA,7739,,,,,,,,,,,,,,,,,
2001,WA,9680,,,,,,,,,,,,,,,,,
2001,WA,115953,,,,,,,,,,,,,,,,,
2001,WA,6221,,,,,,,,,,,,,,,,,
2001,WA,1182,,,,,,,,,,,,,,,,,
2001,WA,44056,,,,,,,,,,,,,,,,,
2001,WA,157315,,,,,,,,,,,,,,,,,
2001,WA,183672,,,,,,,,,,,,,,,,,
2001,AZ,468609,,,,,,,,,,,,,,,,,
2001,AZ,147529,,,,,,,,,,,,,,,,,
2001,AZ,82280,,,,,,,,,,,,,,,,,
2001,AZ,1378542,,,,,,,,,,,,,,,,,
2001,AZ,8851,,,,,,,,,,,,,,,,,
2001,AZ,747647,,,,,,,,,,,,,,,,,
2001,CA,190186,,,,,,,,,,,,,,,,,
