34,118,36.14,39.794,48.344,61.556,70.25,75.848,78.44,76.838,71.492,63.212,50.954,40.082,Los Angeles
32,117,38.732,42.26,50.072,62.258,70.322,75.866,79.178,77.756,72.518,64.184,53.114,42.872,
