2076,"AK"
894,"AK"
7918,"ID"
14165,"ID"
96304,"ME"
17046,"ME"
27510,"ME"
31823,"ME"
14757,"ME"
80732,"ME"
38677,"ME"
6039,"ME"
879122,"MI"
230678,"MI"
110741,"MI"
27996,"MN"
27383,"MN"
53207,"MN"
3941,"MN"
492,"MN"
5135,"MN"
14535,"MN"
1526,"MT"
732,"MT"
640,"MT"
8063,"MT"
3110,"MT"
9337,"MT"
630,"MT"
38552,"MT"
1040,"MT"
162,"MT"
74,"MT"
1551,"MT"
312,"MT"
73913,"NY"
816739,"NY"
189134,"NY"
152093,"NY"
28360,"NY"
22534,"NY"
159,"ND"
1421,"ND"
648,"ND"
5615,"ND"
1088,"ND"
366,"ND"
1822,"ND"
1408,"ND"
4930,"ND"
3716,"ND"
2134,"ND"
30590,"ND"
10533,"ND"
530,"ND"
1924,"ND"
3368,"ND"
7030,"ND"
1057,"ND"
6704,"VT"
75540,"VT"
44828,"VT"
7216,"VT"
14211,"VT"
6204,"WA"
5744,"WA"
928,"WA"
6382,"WA"
5662,"WA"
77768,"WA"
3653,"WA"
1096,"WA"
26237,"WA"
94120,"WA"
2931,"WA"
85173,"WA"
407251,"AZ"
103423,"AZ"
80067,"AZ"
1276727,"AZ"
684923,"AZ"
8617,"AZ"
302474,"CA"
1445594,"CA"
614720,"CA"
876913,"CA"
3002845,"CA"
203792,"CA"
114500,"NM"
96652,"NM"
1291577,"TX"
331186,"TX"
703837,"TX"
2717879,"TX"
103917,"TX"
1174850,"TX"
1606860,"TX"
326800,"TX"
172339,"TX"
241394,"TX"
40,"CA"
1683,"AK"
783,"AK"
8127,"ID"
15614,"ID"
5436,"ME"
93467,"ME"
14849,"ME"
19262,"ME"
24128,"ME"
29862,"ME"
15217,"ME"
4566,"ME"
74542,"ME"
36232,"ME"
5665,"ME"
734848,"MI"
201762,"MI"
99132,"MI"
23980,"MN"
33980,"MN"
47199,"MN"
4803,"MN"
453,"MN"
6817,"MN"
12073,"MN"
1649,"MT"
633,"MT"
432,"MT"
7890,"MT"
10140,"MT"
444,"MT"
31609,"MT"
902,"MT"
95,"MT"
44,"MT"
1407,"MT"
292,"MT"
72716,"NY"
715358,"NY"
165810,"NY"
144770,"NY"
27284,"NY"
20706,"NY"
187,"ND"
1132,"ND"
1164,"ND"
4232,"ND"
1433,"ND"
328,"ND"
1766,"ND"
1290,"ND"
4418,"ND"
3540,"ND"
1887,"ND"
29100,"ND"
9656,"ND"
450,"ND"
1734,"ND"
2509,"ND"
5500,"ND"
1130,"ND"
6793,"VT"
70323,"VT"
49915,"VT"
6460,"VT"
13899,"VT"
379505,"WA"
6826,"WA"
5269,"WA"
1084,"WA"
6620,"WA"
6248,"WA"
79726,"WA"
4088,"WA"
645,"WA"
27040,"WA"
92987,"WA"
2894,"WA"
85660,"WA"
385795,"AZ"
94414,"AZ"
72014,"AZ"
1218753,"AZ"
618385,"AZ"
6590,"AZ"
304366,"CA"
1227579,"CA"
556329,"CA"
824709,"CA"
2666677,"CA"
191228,"CA"
105453,"NM"
88468,"NM"
1258021,"TX"
312547,"TX"
640335,"TX"
2607125,"TX"
106516,"TX"
1167208,"TX"
1301755,"TX"
136410,"TX"
384150,"TX"
167372,"TX"
233999,"TX"
40,"CA"
2960,"AK"
783,"AK"
9985,"ID"
18478,"ID"
6719,"ME"
80284,"ME"
17966,"ME"
22237,"ME"
27484,"ME"
38261,"ME"
16058,"ME"
5313,"ME"
85251,"ME"
48071,"ME"
55,"ME"
892264,"MI"
271332,"MI"
131859,"MI"
27544,"MN"
36344,"MN"
58039,"MN"
7179,"MN"
599,"MN"
5412,"MN"
15936,"MN"
1770,"MT"
516,"MT"
452,"MT"
9717,"MT"
3529,"MT"
11581,"MT"
473,"MT"
38543,"MT"
723,"MT"
172,"MT"
107,"MT"
2078,"MT"
333,"MT"
88870,"NY"
1014773,"NY"
195312,"NY"
135902,"NY"
31511,"NY"
24364,"NY"
152,"ND"
1586,"ND"
1294,"ND"
7194,"ND"
1364,"ND"
452,"ND"
2481,"ND"
1831,"ND"
5306,"ND"
4058,"ND"
1696,"ND"
45282,"ND"
11755,"ND"
645,"ND"
1882,"ND"
3894,"ND"
6616,"ND"
1389,"ND"
8091,"VT"
78225,"VT"
68248,"VT"
8932,"VT"
16564,"VT"
453531,"WA"
9213,"WA"
6940,"WA"
1406,"WA"
7257,"WA"
7596,"WA"
182868,"WA"
4215,"WA"
112440,"WA"
2990,"WA"
97652,"WA"
